Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,33 years,33,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,27,Not Applicable,Not Applicable
,33 years,33,Male,M,Unknown or Not Stated,9,133,Not Applicable,Not Applicable
,34 years,34,Female,F,8th grade or less,1,69,Not Applicable,Not Applicable
,34 years,34,Female,F,9th through 12th grade with no diploma,2,487,Not Applicable,Not Applicable
,34 years,34,Female,F,High school graduate or GED completed,3,1421,Not Applicable,Not Applicable
,34 years,34,Female,F,"Some college credit, but not a degree.",4,488,Not Applicable,Not Applicable
,34 years,34,Female,F,"Associate degree (AA,AS)",5,223,Not Applicable,Not Applicable
,34 years,34,Female,F,"Bachelor?s degree (BA, AB, BS)",6,184,Not Applicable,Not Applicable
,34 years,34,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,48,Not Applicable,Not Applicable
,34 years,34,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,10,Not Applicable,Not Applicable
,34 years,34,Female,F,Unknown or Not Stated,9,53,Not Applicable,Not Applicable
,34 years,34,Male,M,8th grade or less,1,318,Not Applicable,Not Applicable
,34 years,34,Male,M,9th through 12th grade with no diploma,2,1321,Not Applicable,Not Applicable
,34 years,34,Male,M,High school graduate or GED completed,3,4116,Not Applicable,Not Applicable
,34 years,34,Male,M,"Some college credit, but not a degree.",4,1192,Not Applicable,Not Applicable
,34 years,34,Male,M,"Associate degree (AA,AS)",5,409,Not Applicable,Not Applicable
,34 years,34,Male,M,"Bachelor?s degree (BA, AB, BS)",6,447,Not Applicable,Not Applicable
,34 years,34,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,70,Not Applicable,Not Applicable
,34 years,34,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,40,Not Applicable,Not Applicable
,34 years,34,Male,M,Unknown or Not Stated,9,117,Not Applicable,Not Applicable
,35 years,35,Female,F,8th grade or less,1,84,Not Applicable,Not Applicable
,35 years,35,Female,F,9th through 12th grade with no diploma,2,511,Not Applicable,Not Applicable
,35 years,35,Female,F,High school graduate or GED completed,3,1376,Not Applicable,Not Applicable
,35 years,35,Female,F,"Some college credit, but not a degree.",4,486,Not Applicable,Not Applicable
,35 years,35,Female,F,"Associate degree (AA,AS)",5,231,Not Applicable,Not Applicable
,35 years,35,Female,F,"Bachelor?s degree (BA, AB, BS)",6,200,Not Applicable,Not Applicable
,35 years,35,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,55,Not Applicable,Not Applicable
,35 years,35,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,16,Not Applicable,Not Applicable
,35 years,35,Female,F,Unknown or Not Stated,9,33,Not Applicable,Not Applicable
,35 years,35,Male,M,8th grade or less,1,350,Not Applicable,Not Applicable
,35 years,35,Male,M,9th through 12th grade with no diploma,2,1299,Not Applicable,Not Applicable
,35 years,35,Male,M,High school graduate or GED completed,3,4167,Not Applicable,Not Applicable
,35 years,35,Male,M,"Some college credit, but not a degree.",4,1161,Not Applicable,Not Applicable
,35 years,35,Male,M,"Associate degree (AA,AS)",5,433,Not Applicable,Not Applicable
,35 years,35,Male,M,"Bachelor?s degree (BA, AB, BS)",6,480,Not Applicable,Not Applicable
,35 years,35,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,89,Not Applicable,Not Applicable
,35 years,35,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,34,Not Applicable,Not Applicable
,35 years,35,Male,M,Unknown or Not Stated,9,128,Not Applicable,Not Applicable
,36 years,36,Female,F,8th grade or less,1,78,Not Applicable,Not Applicable
,36 years,36,Female,F,9th through 12th grade with no diploma,2,499,Not Applicable,Not Applicable
,36 years,36,Female,F,High school graduate or GED completed,3,1396,Not Applicable,Not Applicable
,36 years,36,Female,F,"Some college credit, but not a degree.",4,506,Not Applicable,Not Applicable
,36 years,36,Female,F,"Associate degree (AA,AS)",5,239,Not Applicable,Not Applicable
,36 years,36,Female,F,"Bachelor?s degree (BA, AB, BS)",6,165,Not Applicable,Not Applicable
,36 years,36,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,42,Not Applicable,Not Applicable
,36 years,36,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,11,Not Applicable,Not Applicable
,36 years,36,Female,F,Unknown or Not Stated,9,57,Not Applicable,Not Applicable
,36 years,36,Male,M,8th grade or less,1,342,Not Applicable,Not Applicable
,36 years,36,Male,M,9th through 12th grade with no diploma,2,1282,Not Applicable,Not Applicable
,36 years,36,Male,M,High school graduate or GED completed,3,4228,Not Applicable,Not Applicable
,36 years,36,Male,M,"Some college credit, but not a degree.",4,1199,Not Applicable,Not Applicable
,36 years,36,Male,M,"Associate degree (AA,AS)",5,449,Not Applicable,Not Applicable
,36 years,36,Male,M,"Bachelor?s degree (BA, AB, BS)",6,458,Not Applicable,Not Applicable
,36 years,36,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,87,Not Applicable,Not Applicable
,36 years,36,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,26,Not Applicable,Not Applicable
,36 years,36,Male,M,Unknown or Not Stated,9,154,Not Applicable,Not Applicable
,37 years,37,Female,F,8th grade or less,1,80,Not Applicable,Not Applicable
,37 years,37,Female,F,9th through 12th grade with no diploma,2,496,Not Applicable,Not Applicable
,37 years,37,Female,F,High school graduate or GED completed,3,1398,Not Applicable,Not Applicable
,37 years,37,Female,F,"Some college credit, but not a degree.",4,472,Not Applicable,Not Applicable
,37 years,37,Female,F,"Associate degree (AA,AS)",5,230,Not Applicable,Not Applicable
,37 years,37,Female,F,"Bachelor?s degree (BA, AB, BS)",6,210,Not Applicable,Not Applicable
,37 years,37,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,59,Not Applicable,Not Applicable
,37 years,37,Female,F,Unknown or Not Stated,9,56,Not Applicable,Not Applicable
,37 years,37,Male,M,8th grade or less,1,359,Not Applicable,Not Applicable
,37 years,37,Male,M,9th through 12th grade with no diploma,2,1345,Not Applicable,Not Applicable
,37 years,37,Male,M,High school graduate or GED completed,3,4117,Not Applicable,Not Applicable
,37 years,37,Male,M,"Some college credit, but not a degree.",4,1112,Not Applicable,Not Applicable
,37 years,37,Male,M,"Associate degree (AA,AS)",5,445,Not Applicable,Not Applicable
,37 years,37,Male,M,"Bachelor?s degree (BA, AB, BS)",6,481,Not Applicable,Not Applicable
,37 years,37,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,94,Not Applicable,Not Applicable
,37 years,37,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,39,Not Applicable,Not Applicable
,37 years,37,Male,M,Unknown or Not Stated,9,167,Not Applicable,Not Applicable
,38 years,38,Female,F,8th grade or less,1,84,Not Applicable,Not Applicable
,38 years,38,Female,F,9th through 12th grade with no diploma,2,495,Not Applicable,Not Applicable
,38 years,38,Female,F,High school graduate or GED completed,3,1354,Not Applicable,Not Applicable
,38 years,38,Female,F,"Some college credit, but not a degree.",4,507,Not Applicable,Not Applicable
,38 years,38,Female,F,"Associate degree (AA,AS)",5,258,Not Applicable,Not Applicable
,38 years,38,Female,F,"Bachelor?s degree (BA, AB, BS)",6,240,Not Applicable,Not Applicable
,38 years,38,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,65,Not Applicable,Not Applicable
,38 years,38,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,38 years,38,Female,F,Unknown or Not Stated,9,54,Not Applicable,Not Applicable
,38 years,38,Male,M,8th grade or less,1,369,Not Applicable,Not Applicable
,38 years,38,Male,M,9th through 12th grade with no diploma,2,1322,Not Applicable,Not Applicable
,38 years,38,Male,M,High school graduate or GED completed,3,4109,Not Applicable,Not Applicable
,38 years,38,Male,M,"Some college credit, but not a degree.",4,1028,Not Applicable,Not Applicable
,38 years,38,Male,M,"Associate degree (AA,AS)",5,450,Not Applicable,Not Applicable
,38 years,38,Male,M,"Bachelor?s degree (BA, AB, BS)",6,492,Not Applicable,Not Applicable
,38 years,38,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,96,Not Applicable,Not Applicable
,38 years,38,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,32,Not Applicable,Not Applicable
,38 years,38,Male,M,Unknown or Not Stated,9,166,Not Applicable,Not Applicable
,39 years,39,Female,F,8th grade or less,1,86,Not Applicable,Not Applicable
,39 years,39,Female,F,9th through 12th grade with no diploma,2,496,Not Applicable,Not Applicable
,39 years,39,Female,F,High school graduate or GED completed,3,1337,Not Applicable,Not Applicable
,39 years,39,Female,F,"Some college credit, but not a degree.",4,498,Not Applicable,Not Applicable
,39 years,39,Female,F,"Associate degree (AA,AS)",5,260,Not Applicable,Not Applicable
,39 years,39,Female,F,"Bachelor?s degree (BA, AB, BS)",6,220,Not Applicable,Not Applicable
,39 years,39,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,73,Not Applicable,Not Applicable
,39 years,39,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,39 years,39,Female,F,Unknown or Not Stated,9,72,Not Applicable,Not Applicable
,39 years,39,Male,M,8th grade or less,1,383,Not Applicable,Not Applicable
,39 years,39,Male,M,9th through 12th grade with no diploma,2,1407,Not Applicable,Not Applicable
,39 years,39,Male,M,High school graduate or GED completed,3,4180,Not Applicable,Not Applicable
,39 years,39,Male,M,"Some college credit, but not a degree.",4,1097,Not Applicable,Not Applicable
,39 years,39,Male,M,"Associate degree (AA,AS)",5,437,Not Applicable,Not Applicable
,39 years,39,Male,M,"Bachelor?s degree (BA, AB, BS)",6,496,Not Applicable,Not Applicable
,39 years,39,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,85,Not Applicable,Not Applicable
,39 years,39,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,41,Not Applicable,Not Applicable
,39 years,39,Male,M,Unknown or Not Stated,9,173,Not Applicable,Not Applicable
,40 years,40,Female,F,8th grade or less,1,85,Not Applicable,Not Applicable
,40 years,40,Female,F,9th through 12th grade with no diploma,2,496,Not Applicable,Not Applicable
,40 years,40,Female,F,High school graduate or GED completed,3,1329,Not Applicable,Not Applicable
,40 years,40,Female,F,"Some college credit, but not a degree.",4,523,Not Applicable,Not Applicable
,40 years,40,Female,F,"Associate degree (AA,AS)",5,255,Not Applicable,Not Applicable
,40 years,40,Female,F,"Bachelor?s degree (BA, AB, BS)",6,212,Not Applicable,Not Applicable
,40 years,40,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,69,Not Applicable,Not Applicable
,40 years,40,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,40 years,40,Female,F,Unknown or Not Stated,9,63,Not Applicable,Not Applicable
,40 years,40,Male,M,8th grade or less,1,387,Not Applicable,Not Applicable
,40 years,40,Male,M,9th through 12th grade with no diploma,2,1356,Not Applicable,Not Applicable
,40 years,40,Male,M,High school graduate or GED completed,3,4028,Not Applicable,Not Applicable
,40 years,40,Male,M,"Some college credit, but not a degree.",4,1062,Not Applicable,Not Applicable
,40 years,40,Male,M,"Associate degree (AA,AS)",5,467,Not Applicable,Not Applicable
,40 years,40,Male,M,"Bachelor?s degree (BA, AB, BS)",6,502,Not Applicable,Not Applicable
,40 years,40,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,103,Not Applicable,Not Applicable
,40 years,40,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,30,Not Applicable,Not Applicable
,40 years,40,Male,M,Unknown or Not Stated,9,176,Not Applicable,Not Applicable
,41 years,41,Female,F,8th grade or less,1,80,Not Applicable,Not Applicable
,41 years,41,Female,F,9th through 12th grade with no diploma,2,501,Not Applicable,Not Applicable
,41 years,41,Female,F,High school graduate or GED completed,3,1347,Not Applicable,Not Applicable
,41 years,41,Female,F,"Some college credit, but not a degree.",4,487,Not Applicable,Not Applicable
,41 years,41,Female,F,"Associate degree (AA,AS)",5,273,Not Applicable,Not Applicable
,41 years,41,Female,F,"Bachelor?s degree (BA, AB, BS)",6,215,Not Applicable,Not Applicable
,41 years,41,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,73,Not Applicable,Not Applicable
,41 years,41,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,41 years,41,Female,F,Unknown or Not Stated,9,78,Not Applicable,Not Applicable
,41 years,41,Male,M,8th grade or less,1,402,Not Applicable,Not Applicable
,41 years,41,Male,M,9th through 12th grade with no diploma,2,1363,Not Applicable,Not Applicable
,41 years,41,Male,M,High school graduate or GED completed,3,4088,Not Applicable,Not Applicable
,41 years,41,Male,M,"Some college credit, but not a degree.",4,1047,Not Applicable,Not Applicable
,41 years,41,Male,M,"Associate degree (AA,AS)",5,377,Not Applicable,Not Applicable
,41 years,41,Male,M,"Bachelor?s degree (BA, AB, BS)",6,419,Not Applicable,Not Applicable
,41 years,41,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,106,Not Applicable,Not Applicable
,41 years,41,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,31,Not Applicable,Not Applicable
,41 years,41,Male,M,Unknown or Not Stated,9,168,Not Applicable,Not Applicable
,42 years,42,Female,F,8th grade or less,1,103,Not Applicable,Not Applicable
,42 years,42,Female,F,9th through 12th grade with no diploma,2,478,Not Applicable,Not Applicable
,42 years,42,Female,F,High school graduate or GED completed,3,1271,Not Applicable,Not Applicable
,42 years,42,Female,F,"Some college credit, but not a degree.",4,443,Not Applicable,Not Applicable
,42 years,42,Female,F,"Associate degree (AA,AS)",5,264,Not Applicable,Not Applicable
,42 years,42,Female,F,"Bachelor?s degree (BA, AB, BS)",6,200,Not Applicable,Not Applicable
,42 years,42,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,71,Not Applicable,Not Applicable
,42 years,42,Female,F,Unknown or Not Stated,9,76,Not Applicable,Not Applicable
,42 years,42,Male,M,8th grade or less,1,394,Not Applicable,Not Applicable
,42 years,42,Male,M,9th through 12th grade with no diploma,2,1286,Not Applicable,Not Applicable
,42 years,42,Male,M,High school graduate or GED completed,3,3866,Not Applicable,Not Applicable
,42 years,42,Male,M,"Some college credit, but not a degree.",4,995,Not Applicable,Not Applicable
,42 years,42,Male,M,"Associate degree (AA,AS)",5,423,Not Applicable,Not Applicable
,42 years,42,Male,M,"Bachelor?s degree (BA, AB, BS)",6,437,Not Applicable,Not Applicable
,42 years,42,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,99,Not Applicable,Not Applicable
,42 years,42,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,28,Not Applicable,Not Applicable
,42 years,42,Male,M,Unknown or Not Stated,9,217,Not Applicable,Not Applicable
,43 years,43,Female,F,8th grade or less,1,79,Not Applicable,Not Applicable
,43 years,43,Female,F,9th through 12th grade with no diploma,2,438,Not Applicable,Not Applicable
,43 years,43,Female,F,High school graduate or GED completed,3,1243,Not Applicable,Not Applicable
,43 years,43,Female,F,"Some college credit, but not a degree.",4,457,Not Applicable,Not Applicable
,43 years,43,Female,F,"Associate degree (AA,AS)",5,231,Not Applicable,Not Applicable
,43 years,43,Female,F,"Bachelor?s degree (BA, AB, BS)",6,248,Not Applicable,Not Applicable
,43 years,43,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,65,Not Applicable,Not Applicable
,43 years,43,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,43 years,43,Female,F,Unknown or Not Stated,9,53,Not Applicable,Not Applicable
,43 years,43,Male,M,8th grade or less,1,377,Not Applicable,Not Applicable
,43 years,43,Male,M,9th through 12th grade with no diploma,2,1322,Not Applicable,Not Applicable
,43 years,43,Male,M,High school graduate or GED completed,3,3808,Not Applicable,Not Applicable
,43 years,43,Male,M,"Some college credit, but not a degree.",4,983,Not Applicable,Not Applicable
,43 years,43,Male,M,"Associate degree (AA,AS)",5,382,Not Applicable,Not Applicable
,43 years,43,Male,M,"Bachelor?s degree (BA, AB, BS)",6,424,Not Applicable,Not Applicable
,43 years,43,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,101,Not Applicable,Not Applicable
,43 years,43,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,52,Not Applicable,Not Applicable
,43 years,43,Male,M,Unknown or Not Stated,9,217,Not Applicable,Not Applicable
,44 years,44,Female,F,8th grade or less,1,93,Not Applicable,Not Applicable
,44 years,44,Female,F,9th through 12th grade with no diploma,2,397,Not Applicable,Not Applicable
,44 years,44,Female,F,High school graduate or GED completed,3,1209,Not Applicable,Not Applicable
,44 years,44,Female,F,"Some college credit, but not a degree.",4,455,Not Applicable,Not Applicable
,44 years,44,Female,F,"Associate degree (AA,AS)",5,242,Not Applicable,Not Applicable
,44 years,44,Female,F,"Bachelor?s degree (BA, AB, BS)",6,245,Not Applicable,Not Applicable
,44 years,44,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,71,Not Applicable,Not Applicable
,44 years,44,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,13,Not Applicable,Not Applicable
,44 years,44,Female,F,Unknown or Not Stated,9,69,Not Applicable,Not Applicable
,44 years,44,Male,M,8th grade or less,1,357,Not Applicable,Not Applicable
,44 years,44,Male,M,9th through 12th grade with no diploma,2,1240,Not Applicable,Not Applicable
,44 years,44,Male,M,High school graduate or GED completed,3,3709,Not Applicable,Not Applicable
,44 years,44,Male,M,"Some college credit, but not a degree.",4,942,Not Applicable,Not Applicable
,44 years,44,Male,M,"Associate degree (AA,AS)",5,383,Not Applicable,Not Applicable
,44 years,44,Male,M,"Bachelor?s degree (BA, AB, BS)",6,415,Not Applicable,Not Applicable
,44 years,44,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,116,Not Applicable,Not Applicable
,44 years,44,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,31,Not Applicable,Not Applicable
,44 years,44,Male,M,Unknown or Not Stated,9,199,Not Applicable,Not Applicable
,45 years,45,Female,F,8th grade or less,1,79,Not Applicable,Not Applicable
,45 years,45,Female,F,9th through 12th grade with no diploma,2,340,Not Applicable,Not Applicable
,45 years,45,Female,F,High school graduate or GED completed,3,1124,Not Applicable,Not Applicable
,45 years,45,Female,F,"Some college credit, but not a degree.",4,406,Not Applicable,Not Applicable
,45 years,45,Female,F,"Associate degree (AA,AS)",5,226,Not Applicable,Not Applicable
,45 years,45,Female,F,"Bachelor?s degree (BA, AB, BS)",6,179,Not Applicable,Not Applicable
,45 years,45,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,68,Not Applicable,Not Applicable
,45 years,45,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,20,Not Applicable,Not Applicable
,45 years,45,Female,F,Unknown or Not Stated,9,53,Not Applicable,Not Applicable
,45 years,45,Male,M,8th grade or less,1,396,Not Applicable,Not Applicable
,45 years,45,Male,M,9th through 12th grade with no diploma,2,1191,Not Applicable,Not Applicable
,45 years,45,Male,M,High school graduate or GED completed,3,3374,Not Applicable,Not Applicable
,45 years,45,Male,M,"Some college credit, but not a degree.",4,845,Not Applicable,Not Applicable
,45 years,45,Male,M,"Associate degree (AA,AS)",5,378,Not Applicable,Not Applicable
,45 years,45,Male,M,"Bachelor?s degree (BA, AB, BS)",6,385,Not Applicable,Not Applicable
,45 years,45,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,90,Not Applicable,Not Applicable
,45 years,45,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,32,Not Applicable,Not Applicable
,45 years,45,Male,M,Unknown or Not Stated,9,201,Not Applicable,Not Applicable
,46 years,46,Female,F,8th grade or less,1,76,Not Applicable,Not Applicable
,46 years,46,Female,F,9th through 12th grade with no diploma,2,337,Not Applicable,Not Applicable
,46 years,46,Female,F,High school graduate or GED completed,3,1107,Not Applicable,Not Applicable
,46 years,46,Female,F,"Some college credit, but not a degree.",4,431,Not Applicable,Not Applicable
,46 years,46,Female,F,"Associate degree (AA,AS)",5,225,Not Applicable,Not Applicable
,46 years,46,Female,F,"Bachelor?s degree (BA, AB, BS)",6,200,Not Applicable,Not Applicable
,46 years,46,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,63,Not Applicable,Not Applicable
,46 years,46,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,19,Not Applicable,Not Applicable
,46 years,46,Female,F,Unknown or Not Stated,9,75,Not Applicable,Not Applicable
,46 years,46,Male,M,8th grade or less,1,383,Not Applicable,Not Applicable
,46 years,46,Male,M,9th through 12th grade with no diploma,2,1102,Not Applicable,Not Applicable
,46 years,46,Male,M,High school graduate or GED completed,3,3186,Not Applicable,Not Applicable
,46 years,46,Male,M,"Some college credit, but not a degree.",4,776,Not Applicable,Not Applicable
,46 years,46,Male,M,"Associate degree (AA,AS)",5,350,Not Applicable,Not Applicable
,46 years,46,Male,M,"Bachelor?s degree (BA, AB, BS)",6,342,Not Applicable,Not Applicable
,46 years,46,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,122,Not Applicable,Not Applicable
,46 years,46,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,25,Not Applicable,Not Applicable
,46 years,46,Male,M,Unknown or Not Stated,9,196,Not Applicable,Not Applicable
,47 years,47,Female,F,8th grade or less,1,87,Not Applicable,Not Applicable
,47 years,47,Female,F,9th through 12th grade with no diploma,2,349,Not Applicable,Not Applicable
,47 years,47,Female,F,High school graduate or GED completed,3,1044,Not Applicable,Not Applicable
,47 years,47,Female,F,"Some college credit, but not a degree.",4,385,Not Applicable,Not Applicable
,47 years,47,Female,F,"Associate degree (AA,AS)",5,234,Not Applicable,Not Applicable
,47 years,47,Female,F,"Bachelor?s degree (BA, AB, BS)",6,198,Not Applicable,Not Applicable
,47 years,47,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,58,Not Applicable,Not Applicable
,47 years,47,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,11,Not Applicable,Not Applicable
,47 years,47,Female,F,Unknown or Not Stated,9,61,Not Applicable,Not Applicable
,47 years,47,Male,M,8th grade or less,1,407,Not Applicable,Not Applicable
,47 years,47,Male,M,9th through 12th grade with no diploma,2,1055,Not Applicable,Not Applicable
,47 years,47,Male,M,High school graduate or GED completed,3,3165,Not Applicable,Not Applicable
,47 years,47,Male,M,"Some college credit, but not a degree.",4,810,Not Applicable,Not Applicable
,47 years,47,Male,M,"Associate degree (AA,AS)",5,344,Not Applicable,Not Applicable
,47 years,47,Male,M,"Bachelor?s degree (BA, AB, BS)",6,372,Not Applicable,Not Applicable
,47 years,47,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,85,Not Applicable,Not Applicable
,47 years,47,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,31,Not Applicable,Not Applicable
,47 years,47,Male,M,Unknown or Not Stated,9,223,Not Applicable,Not Applicable
,48 years,48,Female,F,8th grade or less,1,84,Not Applicable,Not Applicable
,48 years,48,Female,F,9th through 12th grade with no diploma,2,337,Not Applicable,Not Applicable
,48 years,48,Female,F,High school graduate or GED completed,3,1032,Not Applicable,Not Applicable
,48 years,48,Female,F,"Some college credit, but not a degree.",4,387,Not Applicable,Not Applicable
,48 years,48,Female,F,"Associate degree (AA,AS)",5,220,Not Applicable,Not Applicable
,48 years,48,Female,F,"Bachelor?s degree (BA, AB, BS)",6,184,Not Applicable,Not Applicable
,48 years,48,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,53,Not Applicable,Not Applicable
,48 years,48,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,48 years,48,Female,F,Unknown or Not Stated,9,93,Not Applicable,Not Applicable
,48 years,48,Male,M,8th grade or less,1,363,Not Applicable,Not Applicable
,48 years,48,Male,M,9th through 12th grade with no diploma,2,1013,Not Applicable,Not Applicable
,48 years,48,Male,M,High school graduate or GED completed,3,3047,Not Applicable,Not Applicable
,48 years,48,Male,M,"Some college credit, but not a degree.",4,807,Not Applicable,Not Applicable
,48 years,48,Male,M,"Associate degree (AA,AS)",5,378,Not Applicable,Not Applicable
,48 years,48,Male,M,"Bachelor?s degree (BA, AB, BS)",6,364,Not Applicable,Not Applicable
,48 years,48,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,92,Not Applicable,Not Applicable
,48 years,48,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,37,Not Applicable,Not Applicable
,48 years,48,Male,M,Unknown or Not Stated,9,214,Not Applicable,Not Applicable
,49 years,49,Female,F,8th grade or less,1,99,Not Applicable,Not Applicable
,49 years,49,Female,F,9th through 12th grade with no diploma,2,370,Not Applicable,Not Applicable
,49 years,49,Female,F,High school graduate or GED completed,3,1065,Not Applicable,Not Applicable
,49 years,49,Female,F,"Some college credit, but not a degree.",4,415,Not Applicable,Not Applicable
,49 years,49,Female,F,"Associate degree (AA,AS)",5,211,Not Applicable,Not Applicable
,49 years,49,Female,F,"Bachelor?s degree (BA, AB, BS)",6,236,Not Applicable,Not Applicable
,49 years,49,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,63,Not Applicable,Not Applicable
,49 years,49,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,14,Not Applicable,Not Applicable
,49 years,49,Female,F,Unknown or Not Stated,9,90,Not Applicable,Not Applicable
,49 years,49,Male,M,8th grade or less,1,368,Not Applicable,Not Applicable
,49 years,49,Male,M,9th through 12th grade with no diploma,2,1053,Not Applicable,Not Applicable
,49 years,49,Male,M,High school graduate or GED completed,3,3162,Not Applicable,Not Applicable
,49 years,49,Male,M,"Some college credit, but not a degree.",4,804,Not Applicable,Not Applicable
,49 years,49,Male,M,"Associate degree (AA,AS)",5,334,Not Applicable,Not Applicable
,49 years,49,Male,M,"Bachelor?s degree (BA, AB, BS)",6,358,Not Applicable,Not Applicable
,49 years,49,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,95,Not Applicable,Not Applicable
,49 years,49,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,37,Not Applicable,Not Applicable
