Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,15 years,15,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,15 years,15,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,15 years,15,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,15 years,15,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,15 years,15,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,15 years,15,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,15 years,15,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,15 years,15,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,16 years,16,Female,F,9th through 12th grade with no diploma,2,12,Not Applicable,Not Applicable
,16 years,16,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,16 years,16,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,16 years,16,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,16 years,16,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,16 years,16,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,16 years,16,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,16 years,16,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,16 years,16,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,16 years,16,Male,M,9th through 12th grade with no diploma,2,15,Not Applicable,Not Applicable
,16 years,16,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,16 years,16,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,16 years,16,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,16 years,16,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,16 years,16,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,16 years,16,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,16 years,16,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,16 years,16,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,17 years,17,Female,F,9th through 12th grade with no diploma,2,14,Not Applicable,Not Applicable
,17 years,17,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,17 years,17,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,17 years,17,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,17 years,17,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,17 years,17,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,17 years,17,Male,M,8th grade or less,1,0,Not Applicable,Not Applicable
,17 years,17,Male,M,9th through 12th grade with no diploma,2,15,Not Applicable,Not Applicable
,17 years,17,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,17 years,17,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,17 years,17,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,17 years,17,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,17 years,17,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,17 years,17,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,17 years,17,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,18 years,18,Female,F,8th grade or less,1,0,Not Applicable,Not Applicable
,18 years,18,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,18 years,18,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,18 years,18,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,18 years,18,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,18 years,18,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,18 years,18,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,18 years,18,Male,M,High school graduate or GED completed,3,17,Not Applicable,Not Applicable
,18 years,18,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,18 years,18,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,18 years,18,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,18 years,18,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,18 years,18,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,18 years,18,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,19 years,19,Female,F,High school graduate or GED completed,3,10,Not Applicable,Not Applicable
,19 years,19,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,19 years,19,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,19 years,19,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,19 years,19,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,19 years,19,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,19 years,19,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,19 years,19,Male,M,8th grade or less,1,0,Not Applicable,Not Applicable
,19 years,19,Male,M,High school graduate or GED completed,3,14,Not Applicable,Not Applicable
,19 years,19,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,19 years,19,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,19 years,19,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,19 years,19,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,19 years,19,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,19 years,19,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,20 years,20,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,20 years,20,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,20 years,20,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,20 years,20,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,20 years,20,Male,M,High school graduate or GED completed,3,15,Not Applicable,Not Applicable
,20 years,20,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,20 years,20,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,20 years,20,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,20 years,20,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,20 years,20,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,21 years,21,Female,F,High school graduate or GED completed,3,10,Not Applicable,Not Applicable
,21 years,21,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,21 years,21,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,21 years,21,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,21 years,21,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,21 years,21,Male,M,High school graduate or GED completed,3,19,Not Applicable,Not Applicable
,21 years,21,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,21 years,21,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,21 years,21,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,21 years,21,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,22 years,22,Female,F,8th grade or less,1,0,Not Applicable,Not Applicable
,22 years,22,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,22 years,22,Female,F,High school graduate or GED completed,3,13,Not Applicable,Not Applicable
,22 years,22,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,22 years,22,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,22 years,22,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,22 years,22,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,22 years,22,Male,M,High school graduate or GED completed,3,25,Not Applicable,Not Applicable
,22 years,22,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,22 years,22,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,22 years,22,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,22 years,22,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,23 years,23,Female,F,High school graduate or GED completed,3,14,Not Applicable,Not Applicable
,23 years,23,Female,F,"Some college credit, but not a degree.",4,10,Not Applicable,Not Applicable
,23 years,23,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,23 years,23,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,23 years,23,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,23 years,23,Male,M,High school graduate or GED completed,3,22,Not Applicable,Not Applicable
,23 years,23,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,23 years,23,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,23 years,23,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,23 years,23,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,23 years,23,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,24 years,24,Female,F,High school graduate or GED completed,3,17,Not Applicable,Not Applicable
,24 years,24,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,24 years,24,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,24 years,24,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,24 years,24,Male,M,High school graduate or GED completed,3,21,Not Applicable,Not Applicable
,24 years,24,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,24 years,24,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,24 years,24,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,25 years,25,Female,F,8th grade or less,1,0,Not Applicable,Not Applicable
,25 years,25,Female,F,High school graduate or GED completed,3,15,Not Applicable,Not Applicable
,25 years,25,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,25 years,25,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,25 years,25,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,25 years,25,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,25 years,25,Male,M,High school graduate or GED completed,3,20,Not Applicable,Not Applicable
,25 years,25,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,25 years,25,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Female,F,High school graduate or GED completed,3,13,Not Applicable,Not Applicable
,26 years,26,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,26 years,26,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,26 years,26,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Male,M,9th through 12th grade with no diploma,2,11,Not Applicable,Not Applicable
,26 years,26,Male,M,High school graduate or GED completed,3,24,Not Applicable,Not Applicable
,26 years,26,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,26 years,26,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Female,F,High school graduate or GED completed,3,21,Not Applicable,Not Applicable
,27 years,27,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,27 years,27,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,27 years,27,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Male,M,9th through 12th grade with no diploma,2,11,Not Applicable,Not Applicable
,27 years,27,Male,M,High school graduate or GED completed,3,29,Not Applicable,Not Applicable
,27 years,27,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,27 years,27,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,27 years,27,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Female,F,9th through 12th grade with no diploma,2,10,Not Applicable,Not Applicable
,28 years,28,Female,F,High school graduate or GED completed,3,24,Not Applicable,Not Applicable
,28 years,28,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,28 years,28,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Male,M,High school graduate or GED completed,3,40,Not Applicable,Not Applicable
,28 years,28,Male,M,"Some college credit, but not a degree.",4,11,Not Applicable,Not Applicable
,28 years,28,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,28 years,28,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Female,F,8th grade or less,1,0,Not Applicable,Not Applicable
,29 years,29,Female,F,High school graduate or GED completed,3,35,Not Applicable,Not Applicable
,29 years,29,Female,F,"Some college credit, but not a degree.",4,14,Not Applicable,Not Applicable
,29 years,29,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,29 years,29,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,29 years,29,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Male,M,9th through 12th grade with no diploma,2,14,Not Applicable,Not Applicable
,29 years,29,Male,M,High school graduate or GED completed,3,32,Not Applicable,Not Applicable
,29 years,29,Male,M,"Some college credit, but not a degree.",4,15,Not Applicable,Not Applicable
,29 years,29,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,29 years,29,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Female,F,High school graduate or GED completed,3,45,Not Applicable,Not Applicable
,30 years,30,Female,F,"Some college credit, but not a degree.",4,12,Not Applicable,Not Applicable
,30 years,30,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Male,M,9th through 12th grade with no diploma,2,19,Not Applicable,Not Applicable
,30 years,30,Male,M,High school graduate or GED completed,3,48,Not Applicable,Not Applicable
,30 years,30,Male,M,"Some college credit, but not a degree.",4,16,Not Applicable,Not Applicable
,30 years,30,Male,M,"Bachelor?s degree (BA, AB, BS)",6,11,Not Applicable,Not Applicable
,30 years,30,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,30 years,30,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,30 years,30,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Female,F,9th through 12th grade with no diploma,2,17,Not Applicable,Not Applicable
,31 years,31,Female,F,High school graduate or GED completed,3,38,Not Applicable,Not Applicable
,31 years,31,Female,F,"Some college credit, but not a degree.",4,15,Not Applicable,Not Applicable
,31 years,31,Female,F,"Bachelor?s degree (BA, AB, BS)",6,10,Not Applicable,Not Applicable
,31 years,31,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Male,M,9th through 12th grade with no diploma,2,13,Not Applicable,Not Applicable
,31 years,31,Male,M,High school graduate or GED completed,3,56,Not Applicable,Not Applicable
,31 years,31,Male,M,"Some college credit, but not a degree.",4,15,Not Applicable,Not Applicable
,31 years,31,Male,M,"Bachelor?s degree (BA, AB, BS)",6,11,Not Applicable,Not Applicable
,31 years,31,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Female,F,9th through 12th grade with no diploma,2,21,Not Applicable,Not Applicable
,32 years,32,Female,F,High school graduate or GED completed,3,49,Not Applicable,Not Applicable
,32 years,32,Female,F,"Some college credit, but not a degree.",4,18,Not Applicable,Not Applicable
,32 years,32,Female,F,"Associate degree (AA,AS)",5,10,Not Applicable,Not Applicable
,32 years,32,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,32 years,32,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Male,M,9th through 12th grade with no diploma,2,27,Not Applicable,Not Applicable
,32 years,32,Male,M,High school graduate or GED completed,3,73,Not Applicable,Not Applicable
,32 years,32,Male,M,"Some college credit, but not a degree.",4,16,Not Applicable,Not Applicable
,32 years,32,Male,M,"Bachelor?s degree (BA, AB, BS)",6,17,Not Applicable,Not Applicable
,32 years,32,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,32 years,32,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Female,F,9th through 12th grade with no diploma,2,14,Not Applicable,Not Applicable
,33 years,33,Female,F,High school graduate or GED completed,3,54,Not Applicable,Not Applicable
,33 years,33,Female,F,"Some college credit, but not a degree.",4,22,Not Applicable,Not Applicable
,33 years,33,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,33 years,33,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,33 years,33,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Male,M,8th grade or less,1,10,Not Applicable,Not Applicable
,33 years,33,Male,M,9th through 12th grade with no diploma,2,21,Not Applicable,Not Applicable
,33 years,33,Male,M,High school graduate or GED completed,3,93,Not Applicable,Not Applicable
,33 years,33,Male,M,"Some college credit, but not a degree.",4,28,Not Applicable,Not Applicable
,33 years,33,Male,M,"Bachelor?s degree (BA, AB, BS)",6,15,Not Applicable,Not Applicable
,33 years,33,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Female,F,9th through 12th grade with no diploma,2,17,Not Applicable,Not Applicable
,34 years,34,Female,F,High school graduate or GED completed,3,57,Not Applicable,Not Applicable
,34 years,34,Female,F,"Some college credit, but not a degree.",4,24,Not Applicable,Not Applicable
,34 years,34,Female,F,"Associate degree (AA,AS)",5,16,Not Applicable,Not Applicable
,34 years,34,Female,F,"Bachelor?s degree (BA, AB, BS)",6,15,Not Applicable,Not Applicable
,34 years,34,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Male,M,8th grade or less,1,11,Not Applicable,Not Applicable
,34 years,34,Male,M,9th through 12th grade with no diploma,2,20,Not Applicable,Not Applicable
,34 years,34,Male,M,High school graduate or GED completed,3,81,Not Applicable,Not Applicable
,34 years,34,Male,M,"Some college credit, but not a degree.",4,18,Not Applicable,Not Applicable
,34 years,34,Male,M,"Associate degree (AA,AS)",5,11,Not Applicable,Not Applicable
,34 years,34,Male,M,"Bachelor?s degree (BA, AB, BS)",6,10,Not Applicable,Not Applicable
,34 years,34,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,34 years,34,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Female,F,9th through 12th grade with no diploma,2,27,Not Applicable,Not Applicable
,35 years,35,Female,F,High school graduate or GED completed,3,65,Not Applicable,Not Applicable
,35 years,35,Female,F,"Some college credit, but not a degree.",4,30,Not Applicable,Not Applicable
,35 years,35,Female,F,"Associate degree (AA,AS)",5,11,Not Applicable,Not Applicable
,35 years,35,Female,F,"Bachelor?s degree (BA, AB, BS)",6,24,Not Applicable,Not Applicable
,35 years,35,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Male,M,9th through 12th grade with no diploma,2,29,Not Applicable,Not Applicable
,35 years,35,Male,M,High school graduate or GED completed,3,95,Not Applicable,Not Applicable
,35 years,35,Male,M,"Some college credit, but not a degree.",4,35,Not Applicable,Not Applicable
,35 years,35,Male,M,"Associate degree (AA,AS)",5,13,Not Applicable,Not Applicable
,35 years,35,Male,M,"Bachelor?s degree (BA, AB, BS)",6,10,Not Applicable,Not Applicable
,35 years,35,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Female,F,9th through 12th grade with no diploma,2,17,Not Applicable,Not Applicable
,36 years,36,Female,F,High school graduate or GED completed,3,72,Not Applicable,Not Applicable
,36 years,36,Female,F,"Some college credit, but not a degree.",4,22,Not Applicable,Not Applicable
,36 years,36,Female,F,"Associate degree (AA,AS)",5,26,Not Applicable,Not Applicable
,36 years,36,Female,F,"Bachelor?s degree (BA, AB, BS)",6,15,Not Applicable,Not Applicable
,36 years,36,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Male,M,8th grade or less,1,20,Not Applicable,Not Applicable
,36 years,36,Male,M,9th through 12th grade with no diploma,2,31,Not Applicable,Not Applicable
,36 years,36,Male,M,High school graduate or GED completed,3,107,Not Applicable,Not Applicable
,36 years,36,Male,M,"Some college credit, but not a degree.",4,37,Not Applicable,Not Applicable
,36 years,36,Male,M,"Associate degree (AA,AS)",5,14,Not Applicable,Not Applicable
,36 years,36,Male,M,"Bachelor?s degree (BA, AB, BS)",6,25,Not Applicable,Not Applicable
,36 years,36,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Female,F,9th through 12th grade with no diploma,2,18,Not Applicable,Not Applicable
,37 years,37,Female,F,High school graduate or GED completed,3,82,Not Applicable,Not Applicable
,37 years,37,Female,F,"Some college credit, but not a degree.",4,25,Not Applicable,Not Applicable
,37 years,37,Female,F,"Associate degree (AA,AS)",5,13,Not Applicable,Not Applicable
,37 years,37,Female,F,"Bachelor?s degree (BA, AB, BS)",6,17,Not Applicable,Not Applicable
,37 years,37,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Male,M,8th grade or less,1,21,Not Applicable,Not Applicable
,37 years,37,Male,M,9th through 12th grade with no diploma,2,46,Not Applicable,Not Applicable
,37 years,37,Male,M,High school graduate or GED completed,3,124,Not Applicable,Not Applicable
,37 years,37,Male,M,"Some college credit, but not a degree.",4,43,Not Applicable,Not Applicable
,37 years,37,Male,M,"Associate degree (AA,AS)",5,18,Not Applicable,Not Applicable
,37 years,37,Male,M,"Bachelor?s degree (BA, AB, BS)",6,18,Not Applicable,Not Applicable
,37 years,37,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Female,F,9th through 12th grade with no diploma,2,33,Not Applicable,Not Applicable
,38 years,38,Female,F,High school graduate or GED completed,3,108,Not Applicable,Not Applicable
,38 years,38,Female,F,"Some college credit, but not a degree.",4,32,Not Applicable,Not Applicable
,38 years,38,Female,F,"Associate degree (AA,AS)",5,24,Not Applicable,Not Applicable
,38 years,38,Female,F,"Bachelor?s degree (BA, AB, BS)",6,18,Not Applicable,Not Applicable
,38 years,38,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Male,M,8th grade or less,1,24,Not Applicable,Not Applicable
,38 years,38,Male,M,9th through 12th grade with no diploma,2,45,Not Applicable,Not Applicable
,38 years,38,Male,M,High school graduate or GED completed,3,140,Not Applicable,Not Applicable
,38 years,38,Male,M,"Some college credit, but not a degree.",4,43,Not Applicable,Not Applicable
,38 years,38,Male,M,"Associate degree (AA,AS)",5,15,Not Applicable,Not Applicable
,38 years,38,Male,M,"Bachelor?s degree (BA, AB, BS)",6,23,Not Applicable,Not Applicable
,38 years,38,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Female,F,8th grade or less,1,13,Not Applicable,Not Applicable
,39 years,39,Female,F,9th through 12th grade with no diploma,2,25,Not Applicable,Not Applicable
,39 years,39,Female,F,High school graduate or GED completed,3,120,Not Applicable,Not Applicable
,39 years,39,Female,F,"Some college credit, but not a degree.",4,43,Not Applicable,Not Applicable
,39 years,39,Female,F,"Associate degree (AA,AS)",5,26,Not Applicable,Not Applicable
,39 years,39,Female,F,"Bachelor?s degree (BA, AB, BS)",6,17,Not Applicable,Not Applicable
,39 years,39,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,10,Not Applicable,Not Applicable
,39 years,39,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Male,M,8th grade or less,1,24,Not Applicable,Not Applicable
,39 years,39,Male,M,9th through 12th grade with no diploma,2,45,Not Applicable,Not Applicable
,39 years,39,Male,M,High school graduate or GED completed,3,150,Not Applicable,Not Applicable
,39 years,39,Male,M,"Some college credit, but not a degree.",4,49,Not Applicable,Not Applicable
,39 years,39,Male,M,"Associate degree (AA,AS)",5,34,Not Applicable,Not Applicable
,39 years,39,Male,M,"Bachelor?s degree (BA, AB, BS)",6,23,Not Applicable,Not Applicable
,39 years,39,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,40 years,40,Female,F,8th grade or less,1,19,Not Applicable,Not Applicable
,40 years,40,Female,F,9th through 12th grade with no diploma,2,37,Not Applicable,Not Applicable
,40 years,40,Female,F,High school graduate or GED completed,3,116,Not Applicable,Not Applicable
,40 years,40,Female,F,"Some college credit, but not a degree.",4,48,Not Applicable,Not Applicable
,40 years,40,Female,F,"Associate degree (AA,AS)",5,22,Not Applicable,Not Applicable
,40 years,40,Female,F,"Bachelor?s degree (BA, AB, BS)",6,27,Not Applicable,Not Applicable
,40 years,40,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,12,Not Applicable,Not Applicable
,40 years,40,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,40 years,40,Male,M,8th grade or less,1,21,Not Applicable,Not Applicable
,40 years,40,Male,M,9th through 12th grade with no diploma,2,50,Not Applicable,Not Applicable
