Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,25 years,25,Male,M,"Some college credit, but not a degree.",4,82,Not Applicable,Not Applicable
,25 years,25,Male,M,"Associate degree (AA,AS)",5,25,Not Applicable,Not Applicable
,25 years,25,Male,M,"Bachelor?s degree (BA, AB, BS)",6,59,Not Applicable,Not Applicable
,25 years,25,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,25 years,25,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,25 years,25,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,25 years,25,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,9th through 12th grade with no diploma,2,14,Not Applicable,Not Applicable
,26 years,26,Female,F,High school graduate or GED completed,3,112,Not Applicable,Not Applicable
,26 years,26,Female,F,"Some college credit, but not a degree.",4,54,Not Applicable,Not Applicable
,26 years,26,Female,F,"Associate degree (AA,AS)",5,27,Not Applicable,Not Applicable
,26 years,26,Female,F,"Bachelor?s degree (BA, AB, BS)",6,51,Not Applicable,Not Applicable
,26 years,26,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,17,Not Applicable,Not Applicable
,26 years,26,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Male,M,8th grade or less,1,12,Not Applicable,Not Applicable
,26 years,26,Male,M,9th through 12th grade with no diploma,2,28,Not Applicable,Not Applicable
,26 years,26,Male,M,High school graduate or GED completed,3,154,Not Applicable,Not Applicable
,26 years,26,Male,M,"Some college credit, but not a degree.",4,66,Not Applicable,Not Applicable
,26 years,26,Male,M,"Associate degree (AA,AS)",5,18,Not Applicable,Not Applicable
,26 years,26,Male,M,"Bachelor?s degree (BA, AB, BS)",6,72,Not Applicable,Not Applicable
,26 years,26,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,26 years,26,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,26 years,26,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,26 years,26,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,9th through 12th grade with no diploma,2,19,Not Applicable,Not Applicable
,27 years,27,Female,F,High school graduate or GED completed,3,92,Not Applicable,Not Applicable
,27 years,27,Female,F,"Some college credit, but not a degree.",4,88,Not Applicable,Not Applicable
,27 years,27,Female,F,"Associate degree (AA,AS)",5,32,Not Applicable,Not Applicable
,27 years,27,Female,F,"Bachelor?s degree (BA, AB, BS)",6,65,Not Applicable,Not Applicable
,27 years,27,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,15,Not Applicable,Not Applicable
,27 years,27,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Male,M,8th grade or less,1,13,Not Applicable,Not Applicable
,27 years,27,Male,M,9th through 12th grade with no diploma,2,34,Not Applicable,Not Applicable
,27 years,27,Male,M,High school graduate or GED completed,3,154,Not Applicable,Not Applicable
,27 years,27,Male,M,"Some college credit, but not a degree.",4,65,Not Applicable,Not Applicable
,27 years,27,Male,M,"Associate degree (AA,AS)",5,34,Not Applicable,Not Applicable
,27 years,27,Male,M,"Bachelor?s degree (BA, AB, BS)",6,69,Not Applicable,Not Applicable
,27 years,27,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,Not Applicable,Not Applicable
,27 years,27,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,27 years,27,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,27 years,27,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,9th through 12th grade with no diploma,2,23,Not Applicable,Not Applicable
,28 years,28,Female,F,High school graduate or GED completed,3,124,Not Applicable,Not Applicable
,28 years,28,Female,F,"Some college credit, but not a degree.",4,78,Not Applicable,Not Applicable
,28 years,28,Female,F,"Associate degree (AA,AS)",5,45,Not Applicable,Not Applicable
,28 years,28,Female,F,"Bachelor?s degree (BA, AB, BS)",6,93,Not Applicable,Not Applicable
,28 years,28,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,17,Not Applicable,Not Applicable
,28 years,28,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Male,M,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,28 years,28,Male,M,9th through 12th grade with no diploma,2,29,Not Applicable,Not Applicable
,28 years,28,Male,M,High school graduate or GED completed,3,163,Not Applicable,Not Applicable
,28 years,28,Male,M,"Some college credit, but not a degree.",4,72,Not Applicable,Not Applicable
,28 years,28,Male,M,"Associate degree (AA,AS)",5,28,Not Applicable,Not Applicable
,28 years,28,Male,M,"Bachelor?s degree (BA, AB, BS)",6,62,Not Applicable,Not Applicable
,28 years,28,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,14,Not Applicable,Not Applicable
,28 years,28,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,28 years,28,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,28 years,28,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,9th through 12th grade with no diploma,2,30,Not Applicable,Not Applicable
,29 years,29,Female,F,High school graduate or GED completed,3,160,Not Applicable,Not Applicable
,29 years,29,Female,F,"Some college credit, but not a degree.",4,75,Not Applicable,Not Applicable
,29 years,29,Female,F,"Associate degree (AA,AS)",5,48,Not Applicable,Not Applicable
,29 years,29,Female,F,"Bachelor?s degree (BA, AB, BS)",6,96,Not Applicable,Not Applicable
,29 years,29,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,33,Not Applicable,Not Applicable
,29 years,29,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Male,M,8th grade or less,1,19,Not Applicable,Not Applicable
,29 years,29,Male,M,9th through 12th grade with no diploma,2,52,Not Applicable,Not Applicable
,29 years,29,Male,M,High school graduate or GED completed,3,223,Not Applicable,Not Applicable
,29 years,29,Male,M,"Some college credit, but not a degree.",4,92,Not Applicable,Not Applicable
,29 years,29,Male,M,"Associate degree (AA,AS)",5,43,Not Applicable,Not Applicable
,29 years,29,Male,M,"Bachelor?s degree (BA, AB, BS)",6,72,Not Applicable,Not Applicable
,29 years,29,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,Not Applicable,Not Applicable
,29 years,29,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,29 years,29,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,29 years,29,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Female,F,8th grade or less,1,11,Not Applicable,Not Applicable
,30 years,30,Female,F,9th through 12th grade with no diploma,2,36,Not Applicable,Not Applicable
,30 years,30,Female,F,High school graduate or GED completed,3,194,Not Applicable,Not Applicable
,30 years,30,Female,F,"Some college credit, but not a degree.",4,85,Not Applicable,Not Applicable
,30 years,30,Female,F,"Associate degree (AA,AS)",5,49,Not Applicable,Not Applicable
,30 years,30,Female,F,"Bachelor?s degree (BA, AB, BS)",6,109,Not Applicable,Not Applicable
,30 years,30,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,45,Not Applicable,Not Applicable
,30 years,30,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,30 years,30,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,30 years,30,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Male,M,8th grade or less,1,13,Not Applicable,Not Applicable
,30 years,30,Male,M,9th through 12th grade with no diploma,2,45,Not Applicable,Not Applicable
,30 years,30,Male,M,High school graduate or GED completed,3,258,Not Applicable,Not Applicable
,30 years,30,Male,M,"Some college credit, but not a degree.",4,105,Not Applicable,Not Applicable
,30 years,30,Male,M,"Associate degree (AA,AS)",5,37,Not Applicable,Not Applicable
,30 years,30,Male,M,"Bachelor?s degree (BA, AB, BS)",6,76,Not Applicable,Not Applicable
,30 years,30,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,20,Not Applicable,Not Applicable
,30 years,30,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,30 years,30,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,30 years,30,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Female,F,8th grade or less,1,10,Not Applicable,Not Applicable
,31 years,31,Female,F,9th through 12th grade with no diploma,2,44,Not Applicable,Not Applicable
,31 years,31,Female,F,High school graduate or GED completed,3,205,Not Applicable,Not Applicable
,31 years,31,Female,F,"Some college credit, but not a degree.",4,101,Not Applicable,Not Applicable
,31 years,31,Female,F,"Associate degree (AA,AS)",5,66,Not Applicable,Not Applicable
,31 years,31,Female,F,"Bachelor?s degree (BA, AB, BS)",6,116,Not Applicable,Not Applicable
,31 years,31,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,50,Not Applicable,Not Applicable
,31 years,31,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,31 years,31,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,31 years,31,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Male,M,8th grade or less,1,22,Not Applicable,Not Applicable
,31 years,31,Male,M,9th through 12th grade with no diploma,2,73,Not Applicable,Not Applicable
,31 years,31,Male,M,High school graduate or GED completed,3,257,Not Applicable,Not Applicable
,31 years,31,Male,M,"Some college credit, but not a degree.",4,91,Not Applicable,Not Applicable
,31 years,31,Male,M,"Associate degree (AA,AS)",5,56,Not Applicable,Not Applicable
,31 years,31,Male,M,"Bachelor?s degree (BA, AB, BS)",6,96,Not Applicable,Not Applicable
,31 years,31,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,18,Not Applicable,Not Applicable
,31 years,31,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,31 years,31,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,31 years,31,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Female,F,8th grade or less,1,18,Not Applicable,Not Applicable
,32 years,32,Female,F,9th through 12th grade with no diploma,2,56,Not Applicable,Not Applicable
,32 years,32,Female,F,High school graduate or GED completed,3,238,Not Applicable,Not Applicable
,32 years,32,Female,F,"Some college credit, but not a degree.",4,133,Not Applicable,Not Applicable
,32 years,32,Female,F,"Associate degree (AA,AS)",5,71,Not Applicable,Not Applicable
,32 years,32,Female,F,"Bachelor?s degree (BA, AB, BS)",6,164,Not Applicable,Not Applicable
,32 years,32,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,53,Not Applicable,Not Applicable
,32 years,32,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,16,Not Applicable,Not Applicable
,32 years,32,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,32 years,32,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Male,M,8th grade or less,1,20,Not Applicable,Not Applicable
,32 years,32,Male,M,9th through 12th grade with no diploma,2,67,Not Applicable,Not Applicable
,32 years,32,Male,M,High school graduate or GED completed,3,269,Not Applicable,Not Applicable
,32 years,32,Male,M,"Some college credit, but not a degree.",4,89,Not Applicable,Not Applicable
,32 years,32,Male,M,"Associate degree (AA,AS)",5,54,Not Applicable,Not Applicable
,32 years,32,Male,M,"Bachelor?s degree (BA, AB, BS)",6,110,Not Applicable,Not Applicable
,32 years,32,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,31,Not Applicable,Not Applicable
,32 years,32,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,32 years,32,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,32 years,32,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Female,F,8th grade or less,1,28,Not Applicable,Not Applicable
,33 years,33,Female,F,9th through 12th grade with no diploma,2,47,Not Applicable,Not Applicable
,33 years,33,Female,F,High school graduate or GED completed,3,297,Not Applicable,Not Applicable
,33 years,33,Female,F,"Some college credit, but not a degree.",4,148,Not Applicable,Not Applicable
,33 years,33,Female,F,"Associate degree (AA,AS)",5,80,Not Applicable,Not Applicable
,33 years,33,Female,F,"Bachelor?s degree (BA, AB, BS)",6,164,Not Applicable,Not Applicable
,33 years,33,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,72,Not Applicable,Not Applicable
,33 years,33,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,14,Not Applicable,Not Applicable
,33 years,33,Female,F,Unknown or Not Stated,9,13,Not Applicable,Not Applicable
,33 years,33,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Male,M,8th grade or less,1,25,Not Applicable,Not Applicable
,33 years,33,Male,M,9th through 12th grade with no diploma,2,58,Not Applicable,Not Applicable
,33 years,33,Male,M,High school graduate or GED completed,3,315,Not Applicable,Not Applicable
,33 years,33,Male,M,"Some college credit, but not a degree.",4,109,Not Applicable,Not Applicable
,33 years,33,Male,M,"Associate degree (AA,AS)",5,51,Not Applicable,Not Applicable
,33 years,33,Male,M,"Bachelor?s degree (BA, AB, BS)",6,117,Not Applicable,Not Applicable
,33 years,33,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36,Not Applicable,Not Applicable
,33 years,33,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,11,Not Applicable,Not Applicable
,33 years,33,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,33 years,33,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Female,F,8th grade or less,1,29,Not Applicable,Not Applicable
,34 years,34,Female,F,9th through 12th grade with no diploma,2,72,Not Applicable,Not Applicable
,34 years,34,Female,F,High school graduate or GED completed,3,322,Not Applicable,Not Applicable
,34 years,34,Female,F,"Some college credit, but not a degree.",4,148,Not Applicable,Not Applicable
,34 years,34,Female,F,"Associate degree (AA,AS)",5,98,Not Applicable,Not Applicable
,34 years,34,Female,F,"Bachelor?s degree (BA, AB, BS)",6,196,Not Applicable,Not Applicable
,34 years,34,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,70,Not Applicable,Not Applicable
,34 years,34,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,22,Not Applicable,Not Applicable
,34 years,34,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,34 years,34,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Male,M,8th grade or less,1,37,Not Applicable,Not Applicable
,34 years,34,Male,M,9th through 12th grade with no diploma,2,67,Not Applicable,Not Applicable
,34 years,34,Male,M,High school graduate or GED completed,3,289,Not Applicable,Not Applicable
,34 years,34,Male,M,"Some college credit, but not a degree.",4,122,Not Applicable,Not Applicable
,34 years,34,Male,M,"Associate degree (AA,AS)",5,73,Not Applicable,Not Applicable
,34 years,34,Male,M,"Bachelor?s degree (BA, AB, BS)",6,111,Not Applicable,Not Applicable
,34 years,34,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,38,Not Applicable,Not Applicable
,34 years,34,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,34 years,34,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,34 years,34,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Female,F,8th grade or less,1,28,Not Applicable,Not Applicable
,35 years,35,Female,F,9th through 12th grade with no diploma,2,88,Not Applicable,Not Applicable
,35 years,35,Female,F,High school graduate or GED completed,3,365,Not Applicable,Not Applicable
,35 years,35,Female,F,"Some college credit, but not a degree.",4,170,Not Applicable,Not Applicable
,35 years,35,Female,F,"Associate degree (AA,AS)",5,96,Not Applicable,Not Applicable
,35 years,35,Female,F,"Bachelor?s degree (BA, AB, BS)",6,205,Not Applicable,Not Applicable
,35 years,35,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,75,Not Applicable,Not Applicable
,35 years,35,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,27,Not Applicable,Not Applicable
,35 years,35,Female,F,Unknown or Not Stated,9,13,Not Applicable,Not Applicable
,35 years,35,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Male,M,8th grade or less,1,28,Not Applicable,Not Applicable
,35 years,35,Male,M,9th through 12th grade with no diploma,2,79,Not Applicable,Not Applicable
,35 years,35,Male,M,High school graduate or GED completed,3,338,Not Applicable,Not Applicable
,35 years,35,Male,M,"Some college credit, but not a degree.",4,156,Not Applicable,Not Applicable
,35 years,35,Male,M,"Associate degree (AA,AS)",5,65,Not Applicable,Not Applicable
,35 years,35,Male,M,"Bachelor?s degree (BA, AB, BS)",6,115,Not Applicable,Not Applicable
,35 years,35,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,47,Not Applicable,Not Applicable
,35 years,35,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,14,Not Applicable,Not Applicable
,35 years,35,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,35 years,35,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Female,F,8th grade or less,1,38,Not Applicable,Not Applicable
,36 years,36,Female,F,9th through 12th grade with no diploma,2,106,Not Applicable,Not Applicable
,36 years,36,Female,F,High school graduate or GED completed,3,399,Not Applicable,Not Applicable
,36 years,36,Female,F,"Some college credit, but not a degree.",4,191,Not Applicable,Not Applicable
,36 years,36,Female,F,"Associate degree (AA,AS)",5,121,Not Applicable,Not Applicable
,36 years,36,Female,F,"Bachelor?s degree (BA, AB, BS)",6,247,Not Applicable,Not Applicable
,36 years,36,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,108,Not Applicable,Not Applicable
,36 years,36,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,24,Not Applicable,Not Applicable
,36 years,36,Female,F,Unknown or Not Stated,9,10,Not Applicable,Not Applicable
,36 years,36,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Male,M,8th grade or less,1,30,Not Applicable,Not Applicable
,36 years,36,Male,M,9th through 12th grade with no diploma,2,77,Not Applicable,Not Applicable
,36 years,36,Male,M,High school graduate or GED completed,3,376,Not Applicable,Not Applicable
,36 years,36,Male,M,"Some college credit, but not a degree.",4,141,Not Applicable,Not Applicable
,36 years,36,Male,M,"Associate degree (AA,AS)",5,72,Not Applicable,Not Applicable
,36 years,36,Male,M,"Bachelor?s degree (BA, AB, BS)",6,152,Not Applicable,Not Applicable
,36 years,36,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,42,Not Applicable,Not Applicable
,36 years,36,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,26,Not Applicable,Not Applicable
,36 years,36,Male,M,Unknown or Not Stated,9,11,Not Applicable,Not Applicable
,36 years,36,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Female,F,8th grade or less,1,52,Not Applicable,Not Applicable
,37 years,37,Female,F,9th through 12th grade with no diploma,2,109,Not Applicable,Not Applicable
,37 years,37,Female,F,High school graduate or GED completed,3,426,Not Applicable,Not Applicable
,37 years,37,Female,F,"Some college credit, but not a degree.",4,235,Not Applicable,Not Applicable
,37 years,37,Female,F,"Associate degree (AA,AS)",5,167,Not Applicable,Not Applicable
,37 years,37,Female,F,"Bachelor?s degree (BA, AB, BS)",6,260,Not Applicable,Not Applicable
,37 years,37,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,132,Not Applicable,Not Applicable
,37 years,37,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,27,Not Applicable,Not Applicable
,37 years,37,Female,F,Unknown or Not Stated,9,16,Not Applicable,Not Applicable
,37 years,37,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Male,M,8th grade or less,1,44,Not Applicable,Not Applicable
,37 years,37,Male,M,9th through 12th grade with no diploma,2,98,Not Applicable,Not Applicable
,37 years,37,Male,M,High school graduate or GED completed,3,414,Not Applicable,Not Applicable
,37 years,37,Male,M,"Some college credit, but not a degree.",4,176,Not Applicable,Not Applicable
,37 years,37,Male,M,"Associate degree (AA,AS)",5,88,Not Applicable,Not Applicable
,37 years,37,Male,M,"Bachelor?s degree (BA, AB, BS)",6,153,Not Applicable,Not Applicable
,37 years,37,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,43,Not Applicable,Not Applicable
,37 years,37,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,22,Not Applicable,Not Applicable
,37 years,37,Male,M,Unknown or Not Stated,9,11,Not Applicable,Not Applicable
,37 years,37,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Female,F,8th grade or less,1,43,Not Applicable,Not Applicable
,38 years,38,Female,F,9th through 12th grade with no diploma,2,118,Not Applicable,Not Applicable
,38 years,38,Female,F,High school graduate or GED completed,3,512,Not Applicable,Not Applicable
,38 years,38,Female,F,"Some college credit, but not a degree.",4,237,Not Applicable,Not Applicable
,38 years,38,Female,F,"Associate degree (AA,AS)",5,147,Not Applicable,Not Applicable
,38 years,38,Female,F,"Bachelor?s degree (BA, AB, BS)",6,279,Not Applicable,Not Applicable
,38 years,38,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,134,Not Applicable,Not Applicable
,38 years,38,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,34,Not Applicable,Not Applicable
,38 years,38,Female,F,Unknown or Not Stated,9,12,Not Applicable,Not Applicable
,38 years,38,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Male,M,8th grade or less,1,48,Not Applicable,Not Applicable
,38 years,38,Male,M,9th through 12th grade with no diploma,2,105,Not Applicable,Not Applicable
,38 years,38,Male,M,High school graduate or GED completed,3,432,Not Applicable,Not Applicable
,38 years,38,Male,M,"Some college credit, but not a degree.",4,183,Not Applicable,Not Applicable
,38 years,38,Male,M,"Associate degree (AA,AS)",5,93,Not Applicable,Not Applicable
,38 years,38,Male,M,"Bachelor?s degree (BA, AB, BS)",6,178,Not Applicable,Not Applicable
,38 years,38,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,67,Not Applicable,Not Applicable
,38 years,38,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,28,Not Applicable,Not Applicable
,38 years,38,Male,M,Unknown or Not Stated,9,12,Not Applicable,Not Applicable
,38 years,38,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Female,F,8th grade or less,1,66,Not Applicable,Not Applicable
,39 years,39,Female,F,9th through 12th grade with no diploma,2,136,Not Applicable,Not Applicable
,39 years,39,Female,F,High school graduate or GED completed,3,572,Not Applicable,Not Applicable
,39 years,39,Female,F,"Some college credit, but not a degree.",4,277,Not Applicable,Not Applicable
,39 years,39,Female,F,"Associate degree (AA,AS)",5,180,Not Applicable,Not Applicable
,39 years,39,Female,F,"Bachelor?s degree (BA, AB, BS)",6,339,Not Applicable,Not Applicable
,39 years,39,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,178,Not Applicable,Not Applicable
,39 years,39,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,40,Not Applicable,Not Applicable
,39 years,39,Female,F,Unknown or Not Stated,9,13,Not Applicable,Not Applicable
,39 years,39,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Male,M,8th grade or less,1,56,Not Applicable,Not Applicable
,39 years,39,Male,M,9th through 12th grade with no diploma,2,123,Not Applicable,Not Applicable
,39 years,39,Male,M,High school graduate or GED completed,3,522,Not Applicable,Not Applicable
,39 years,39,Male,M,"Some college credit, but not a degree.",4,177,Not Applicable,Not Applicable
,39 years,39,Male,M,"Associate degree (AA,AS)",5,99,Not Applicable,Not Applicable
,39 years,39,Male,M,"Bachelor?s degree (BA, AB, BS)",6,212,Not Applicable,Not Applicable
,39 years,39,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,66,Not Applicable,Not Applicable
,39 years,39,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,26,Not Applicable,Not Applicable
,39 years,39,Male,M,Unknown or Not Stated,9,13,Not Applicable,Not Applicable
,39 years,39,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,40 years,40,Female,F,8th grade or less,1,65,Not Applicable,Not Applicable
,40 years,40,Female,F,9th through 12th grade with no diploma,2,151,Not Applicable,Not Applicable
,40 years,40,Female,F,High school graduate or GED completed,3,655,Not Applicable,Not Applicable
,40 years,40,Female,F,"Some college credit, but not a degree.",4,274,Not Applicable,Not Applicable
,40 years,40,Female,F,"Associate degree (AA,AS)",5,210,Not Applicable,Not Applicable
,40 years,40,Female,F,"Bachelor?s degree (BA, AB, BS)",6,396,Not Applicable,Not Applicable
