Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,26 years,26,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Male,M,8th grade or less,1,14,Not Applicable,Not Applicable
,26 years,26,Male,M,9th through 12th grade with no diploma,2,55,Not Applicable,Not Applicable
,26 years,26,Male,M,High school graduate or GED completed,3,190,Not Applicable,Not Applicable
,26 years,26,Male,M,"Some college credit, but not a degree.",4,79,Not Applicable,Not Applicable
,26 years,26,Male,M,"Associate degree (AA,AS)",5,31,Not Applicable,Not Applicable
,26 years,26,Male,M,"Bachelor?s degree (BA, AB, BS)",6,41,Not Applicable,Not Applicable
,26 years,26,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,26 years,26,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,26 years,26,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,26 years,26,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,9th through 12th grade with no diploma,2,28,Not Applicable,Not Applicable
,27 years,27,Female,F,High school graduate or GED completed,3,113,Not Applicable,Not Applicable
,27 years,27,Female,F,"Some college credit, but not a degree.",4,44,Not Applicable,Not Applicable
,27 years,27,Female,F,"Associate degree (AA,AS)",5,18,Not Applicable,Not Applicable
,27 years,27,Female,F,"Bachelor?s degree (BA, AB, BS)",6,27,Not Applicable,Not Applicable
,27 years,27,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Male,M,8th grade or less,1,17,Not Applicable,Not Applicable
,27 years,27,Male,M,9th through 12th grade with no diploma,2,61,Not Applicable,Not Applicable
,27 years,27,Male,M,High school graduate or GED completed,3,245,Not Applicable,Not Applicable
,27 years,27,Male,M,"Some college credit, but not a degree.",4,91,Not Applicable,Not Applicable
,27 years,27,Male,M,"Associate degree (AA,AS)",5,30,Not Applicable,Not Applicable
,27 years,27,Male,M,"Bachelor?s degree (BA, AB, BS)",6,44,Not Applicable,Not Applicable
,27 years,27,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,27 years,27,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,27 years,27,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,27 years,27,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,9th through 12th grade with no diploma,2,42,Not Applicable,Not Applicable
,28 years,28,Female,F,High school graduate or GED completed,3,138,Not Applicable,Not Applicable
,28 years,28,Female,F,"Some college credit, but not a degree.",4,56,Not Applicable,Not Applicable
,28 years,28,Female,F,"Associate degree (AA,AS)",5,22,Not Applicable,Not Applicable
,28 years,28,Female,F,"Bachelor?s degree (BA, AB, BS)",6,22,Not Applicable,Not Applicable
,28 years,28,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,28 years,28,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Male,M,8th grade or less,1,17,Not Applicable,Not Applicable
,28 years,28,Male,M,9th through 12th grade with no diploma,2,69,Not Applicable,Not Applicable
,28 years,28,Male,M,High school graduate or GED completed,3,278,Not Applicable,Not Applicable
,28 years,28,Male,M,"Some college credit, but not a degree.",4,98,Not Applicable,Not Applicable
,28 years,28,Male,M,"Associate degree (AA,AS)",5,37,Not Applicable,Not Applicable
,28 years,28,Male,M,"Bachelor?s degree (BA, AB, BS)",6,54,Not Applicable,Not Applicable
,28 years,28,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,Not Applicable,Not Applicable
,28 years,28,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,28 years,28,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,28 years,28,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,9th through 12th grade with no diploma,2,37,Not Applicable,Not Applicable
,29 years,29,Female,F,High school graduate or GED completed,3,155,Not Applicable,Not Applicable
,29 years,29,Female,F,"Some college credit, but not a degree.",4,54,Not Applicable,Not Applicable
,29 years,29,Female,F,"Associate degree (AA,AS)",5,20,Not Applicable,Not Applicable
,29 years,29,Female,F,"Bachelor?s degree (BA, AB, BS)",6,34,Not Applicable,Not Applicable
,29 years,29,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,29 years,29,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Male,M,8th grade or less,1,25,Not Applicable,Not Applicable
,29 years,29,Male,M,9th through 12th grade with no diploma,2,91,Not Applicable,Not Applicable
,29 years,29,Male,M,High school graduate or GED completed,3,336,Not Applicable,Not Applicable
,29 years,29,Male,M,"Some college credit, but not a degree.",4,112,Not Applicable,Not Applicable
,29 years,29,Male,M,"Associate degree (AA,AS)",5,39,Not Applicable,Not Applicable
,29 years,29,Male,M,"Bachelor?s degree (BA, AB, BS)",6,48,Not Applicable,Not Applicable
,29 years,29,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,16,Not Applicable,Not Applicable
,29 years,29,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,29 years,29,Male,M,Unknown or Not Stated,9,12,Not Applicable,Not Applicable
,29 years,29,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,30 years,30,Female,F,9th through 12th grade with no diploma,2,62,Not Applicable,Not Applicable
,30 years,30,Female,F,High school graduate or GED completed,3,173,Not Applicable,Not Applicable
,30 years,30,Female,F,"Some college credit, but not a degree.",4,49,Not Applicable,Not Applicable
,30 years,30,Female,F,"Associate degree (AA,AS)",5,24,Not Applicable,Not Applicable
,30 years,30,Female,F,"Bachelor?s degree (BA, AB, BS)",6,34,Not Applicable,Not Applicable
,30 years,30,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,11,Not Applicable,Not Applicable
,30 years,30,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,30 years,30,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,30 years,30,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Male,M,8th grade or less,1,29,Not Applicable,Not Applicable
,30 years,30,Male,M,9th through 12th grade with no diploma,2,111,Not Applicable,Not Applicable
,30 years,30,Male,M,High school graduate or GED completed,3,396,Not Applicable,Not Applicable
,30 years,30,Male,M,"Some college credit, but not a degree.",4,133,Not Applicable,Not Applicable
,30 years,30,Male,M,"Associate degree (AA,AS)",5,43,Not Applicable,Not Applicable
,30 years,30,Male,M,"Bachelor?s degree (BA, AB, BS)",6,69,Not Applicable,Not Applicable
,30 years,30,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,14,Not Applicable,Not Applicable
,30 years,30,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,30 years,30,Male,M,Unknown or Not Stated,9,15,Not Applicable,Not Applicable
,30 years,30,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Female,F,8th grade or less,1,11,Not Applicable,Not Applicable
,31 years,31,Female,F,9th through 12th grade with no diploma,2,59,Not Applicable,Not Applicable
,31 years,31,Female,F,High school graduate or GED completed,3,213,Not Applicable,Not Applicable
,31 years,31,Female,F,"Some college credit, but not a degree.",4,64,Not Applicable,Not Applicable
,31 years,31,Female,F,"Associate degree (AA,AS)",5,41,Not Applicable,Not Applicable
,31 years,31,Female,F,"Bachelor?s degree (BA, AB, BS)",6,44,Not Applicable,Not Applicable
,31 years,31,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,31 years,31,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,31 years,31,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,31 years,31,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Male,M,8th grade or less,1,28,Not Applicable,Not Applicable
,31 years,31,Male,M,9th through 12th grade with no diploma,2,106,Not Applicable,Not Applicable
,31 years,31,Male,M,High school graduate or GED completed,3,446,Not Applicable,Not Applicable
,31 years,31,Male,M,"Some college credit, but not a degree.",4,136,Not Applicable,Not Applicable
,31 years,31,Male,M,"Associate degree (AA,AS)",5,51,Not Applicable,Not Applicable
,31 years,31,Male,M,"Bachelor?s degree (BA, AB, BS)",6,73,Not Applicable,Not Applicable
,31 years,31,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,19,Not Applicable,Not Applicable
,31 years,31,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,31 years,31,Male,M,Unknown or Not Stated,9,14,Not Applicable,Not Applicable
,31 years,31,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Female,F,8th grade or less,1,14,Not Applicable,Not Applicable
,32 years,32,Female,F,9th through 12th grade with no diploma,2,70,Not Applicable,Not Applicable
,32 years,32,Female,F,High school graduate or GED completed,3,211,Not Applicable,Not Applicable
,32 years,32,Female,F,"Some college credit, but not a degree.",4,98,Not Applicable,Not Applicable
,32 years,32,Female,F,"Associate degree (AA,AS)",5,28,Not Applicable,Not Applicable
,32 years,32,Female,F,"Bachelor?s degree (BA, AB, BS)",6,42,Not Applicable,Not Applicable
,32 years,32,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,16,Not Applicable,Not Applicable
,32 years,32,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,32 years,32,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,32 years,32,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Male,M,8th grade or less,1,38,Not Applicable,Not Applicable
,32 years,32,Male,M,9th through 12th grade with no diploma,2,108,Not Applicable,Not Applicable
,32 years,32,Male,M,High school graduate or GED completed,3,509,Not Applicable,Not Applicable
,32 years,32,Male,M,"Some college credit, but not a degree.",4,157,Not Applicable,Not Applicable
,32 years,32,Male,M,"Associate degree (AA,AS)",5,79,Not Applicable,Not Applicable
,32 years,32,Male,M,"Bachelor?s degree (BA, AB, BS)",6,79,Not Applicable,Not Applicable
,32 years,32,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,23,Not Applicable,Not Applicable
,32 years,32,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,32 years,32,Male,M,Unknown or Not Stated,9,18,Not Applicable,Not Applicable
,32 years,32,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Female,F,8th grade or less,1,12,Not Applicable,Not Applicable
,33 years,33,Female,F,9th through 12th grade with no diploma,2,71,Not Applicable,Not Applicable
,33 years,33,Female,F,High school graduate or GED completed,3,241,Not Applicable,Not Applicable
,33 years,33,Female,F,"Some college credit, but not a degree.",4,87,Not Applicable,Not Applicable
,33 years,33,Female,F,"Associate degree (AA,AS)",5,39,Not Applicable,Not Applicable
,33 years,33,Female,F,"Bachelor?s degree (BA, AB, BS)",6,53,Not Applicable,Not Applicable
,33 years,33,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,19,Not Applicable,Not Applicable
,33 years,33,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,33 years,33,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,33 years,33,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Male,M,8th grade or less,1,29,Not Applicable,Not Applicable
,33 years,33,Male,M,9th through 12th grade with no diploma,2,128,Not Applicable,Not Applicable
,33 years,33,Male,M,High school graduate or GED completed,3,554,Not Applicable,Not Applicable
,33 years,33,Male,M,"Some college credit, but not a degree.",4,203,Not Applicable,Not Applicable
,33 years,33,Male,M,"Associate degree (AA,AS)",5,67,Not Applicable,Not Applicable
,33 years,33,Male,M,"Bachelor?s degree (BA, AB, BS)",6,105,Not Applicable,Not Applicable
,33 years,33,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,24,Not Applicable,Not Applicable
,33 years,33,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,33 years,33,Male,M,Unknown or Not Stated,9,12,Not Applicable,Not Applicable
,33 years,33,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Female,F,8th grade or less,1,21,Not Applicable,Not Applicable
,34 years,34,Female,F,9th through 12th grade with no diploma,2,94,Not Applicable,Not Applicable
,34 years,34,Female,F,High school graduate or GED completed,3,297,Not Applicable,Not Applicable
,34 years,34,Female,F,"Some college credit, but not a degree.",4,105,Not Applicable,Not Applicable
,34 years,34,Female,F,"Associate degree (AA,AS)",5,47,Not Applicable,Not Applicable
,34 years,34,Female,F,"Bachelor?s degree (BA, AB, BS)",6,53,Not Applicable,Not Applicable
,34 years,34,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,28,Not Applicable,Not Applicable
,34 years,34,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,34 years,34,Female,F,Unknown or Not Stated,9,10,Not Applicable,Not Applicable
,34 years,34,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Male,M,8th grade or less,1,45,Not Applicable,Not Applicable
,34 years,34,Male,M,9th through 12th grade with no diploma,2,186,Not Applicable,Not Applicable
,34 years,34,Male,M,High school graduate or GED completed,3,623,Not Applicable,Not Applicable
,34 years,34,Male,M,"Some college credit, but not a degree.",4,198,Not Applicable,Not Applicable
,34 years,34,Male,M,"Associate degree (AA,AS)",5,81,Not Applicable,Not Applicable
,34 years,34,Male,M,"Bachelor?s degree (BA, AB, BS)",6,102,Not Applicable,Not Applicable
,34 years,34,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,26,Not Applicable,Not Applicable
,34 years,34,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,34 years,34,Male,M,Unknown or Not Stated,9,16,Not Applicable,Not Applicable
,34 years,34,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Female,F,8th grade or less,1,24,Not Applicable,Not Applicable
,35 years,35,Female,F,9th through 12th grade with no diploma,2,104,Not Applicable,Not Applicable
,35 years,35,Female,F,High school graduate or GED completed,3,299,Not Applicable,Not Applicable
,35 years,35,Female,F,"Some college credit, but not a degree.",4,116,Not Applicable,Not Applicable
,35 years,35,Female,F,"Associate degree (AA,AS)",5,65,Not Applicable,Not Applicable
,35 years,35,Female,F,"Bachelor?s degree (BA, AB, BS)",6,68,Not Applicable,Not Applicable
,35 years,35,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,22,Not Applicable,Not Applicable
,35 years,35,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,35 years,35,Female,F,Unknown or Not Stated,9,12,Not Applicable,Not Applicable
,35 years,35,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Male,M,8th grade or less,1,43,Not Applicable,Not Applicable
,35 years,35,Male,M,9th through 12th grade with no diploma,2,152,Not Applicable,Not Applicable
,35 years,35,Male,M,High school graduate or GED completed,3,703,Not Applicable,Not Applicable
,35 years,35,Male,M,"Some college credit, but not a degree.",4,227,Not Applicable,Not Applicable
,35 years,35,Male,M,"Associate degree (AA,AS)",5,107,Not Applicable,Not Applicable
,35 years,35,Male,M,"Bachelor?s degree (BA, AB, BS)",6,122,Not Applicable,Not Applicable
,35 years,35,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,38,Not Applicable,Not Applicable
,35 years,35,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,35 years,35,Male,M,Unknown or Not Stated,9,19,Not Applicable,Not Applicable
,35 years,35,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Female,F,8th grade or less,1,14,Not Applicable,Not Applicable
,36 years,36,Female,F,9th through 12th grade with no diploma,2,88,Not Applicable,Not Applicable
,36 years,36,Female,F,High school graduate or GED completed,3,325,Not Applicable,Not Applicable
,36 years,36,Female,F,"Some college credit, but not a degree.",4,104,Not Applicable,Not Applicable
,36 years,36,Female,F,"Associate degree (AA,AS)",5,57,Not Applicable,Not Applicable
,36 years,36,Female,F,"Bachelor?s degree (BA, AB, BS)",6,74,Not Applicable,Not Applicable
,36 years,36,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,34,Not Applicable,Not Applicable
,36 years,36,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,36 years,36,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,36 years,36,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Male,M,8th grade or less,1,59,Not Applicable,Not Applicable
,36 years,36,Male,M,9th through 12th grade with no diploma,2,195,Not Applicable,Not Applicable
,36 years,36,Male,M,High school graduate or GED completed,3,750,Not Applicable,Not Applicable
,36 years,36,Male,M,"Some college credit, but not a degree.",4,287,Not Applicable,Not Applicable
,36 years,36,Male,M,"Associate degree (AA,AS)",5,120,Not Applicable,Not Applicable
,36 years,36,Male,M,"Bachelor?s degree (BA, AB, BS)",6,142,Not Applicable,Not Applicable
,36 years,36,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,40,Not Applicable,Not Applicable
,36 years,36,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,36 years,36,Male,M,Unknown or Not Stated,9,14,Not Applicable,Not Applicable
,36 years,36,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Female,F,8th grade or less,1,24,Not Applicable,Not Applicable
,37 years,37,Female,F,9th through 12th grade with no diploma,2,100,Not Applicable,Not Applicable
,37 years,37,Female,F,High school graduate or GED completed,3,347,Not Applicable,Not Applicable
,37 years,37,Female,F,"Some college credit, but not a degree.",4,132,Not Applicable,Not Applicable
,37 years,37,Female,F,"Associate degree (AA,AS)",5,69,Not Applicable,Not Applicable
,37 years,37,Female,F,"Bachelor?s degree (BA, AB, BS)",6,68,Not Applicable,Not Applicable
,37 years,37,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,32,Not Applicable,Not Applicable
,37 years,37,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,37 years,37,Female,F,Unknown or Not Stated,9,16,Not Applicable,Not Applicable
,37 years,37,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Male,M,8th grade or less,1,67,Not Applicable,Not Applicable
,37 years,37,Male,M,9th through 12th grade with no diploma,2,241,Not Applicable,Not Applicable
,37 years,37,Male,M,High school graduate or GED completed,3,866,Not Applicable,Not Applicable
,37 years,37,Male,M,"Some college credit, but not a degree.",4,280,Not Applicable,Not Applicable
,37 years,37,Male,M,"Associate degree (AA,AS)",5,133,Not Applicable,Not Applicable
,37 years,37,Male,M,"Bachelor?s degree (BA, AB, BS)",6,169,Not Applicable,Not Applicable
,37 years,37,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,37,Not Applicable,Not Applicable
,37 years,37,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,37 years,37,Male,M,Unknown or Not Stated,9,26,Not Applicable,Not Applicable
,37 years,37,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Female,F,8th grade or less,1,17,Not Applicable,Not Applicable
,38 years,38,Female,F,9th through 12th grade with no diploma,2,136,Not Applicable,Not Applicable
,38 years,38,Female,F,High school graduate or GED completed,3,399,Not Applicable,Not Applicable
,38 years,38,Female,F,"Some college credit, but not a degree.",4,151,Not Applicable,Not Applicable
,38 years,38,Female,F,"Associate degree (AA,AS)",5,106,Not Applicable,Not Applicable
,38 years,38,Female,F,"Bachelor?s degree (BA, AB, BS)",6,87,Not Applicable,Not Applicable
,38 years,38,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,25,Not Applicable,Not Applicable
,38 years,38,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,38 years,38,Female,F,Unknown or Not Stated,9,17,Not Applicable,Not Applicable
,38 years,38,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Male,M,8th grade or less,1,75,Not Applicable,Not Applicable
,38 years,38,Male,M,9th through 12th grade with no diploma,2,272,Not Applicable,Not Applicable
,38 years,38,Male,M,High school graduate or GED completed,3,1014,Not Applicable,Not Applicable
,38 years,38,Male,M,"Some college credit, but not a degree.",4,311,Not Applicable,Not Applicable
,38 years,38,Male,M,"Associate degree (AA,AS)",5,139,Not Applicable,Not Applicable
,38 years,38,Male,M,"Bachelor?s degree (BA, AB, BS)",6,167,Not Applicable,Not Applicable
,38 years,38,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,38,Not Applicable,Not Applicable
,38 years,38,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,17,Not Applicable,Not Applicable
,38 years,38,Male,M,Unknown or Not Stated,9,36,Not Applicable,Not Applicable
,38 years,38,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Female,F,8th grade or less,1,41,Not Applicable,Not Applicable
,39 years,39,Female,F,9th through 12th grade with no diploma,2,147,Not Applicable,Not Applicable
,39 years,39,Female,F,High school graduate or GED completed,3,422,Not Applicable,Not Applicable
,39 years,39,Female,F,"Some college credit, but not a degree.",4,197,Not Applicable,Not Applicable
,39 years,39,Female,F,"Associate degree (AA,AS)",5,80,Not Applicable,Not Applicable
,39 years,39,Female,F,"Bachelor?s degree (BA, AB, BS)",6,94,Not Applicable,Not Applicable
,39 years,39,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36,Not Applicable,Not Applicable
,39 years,39,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,39 years,39,Female,F,Unknown or Not Stated,9,13,Not Applicable,Not Applicable
,39 years,39,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Male,M,8th grade or less,1,104,Not Applicable,Not Applicable
,39 years,39,Male,M,9th through 12th grade with no diploma,2,323,Not Applicable,Not Applicable
,39 years,39,Male,M,High school graduate or GED completed,3,1033,Not Applicable,Not Applicable
,39 years,39,Male,M,"Some college credit, but not a degree.",4,308,Not Applicable,Not Applicable
,39 years,39,Male,M,"Associate degree (AA,AS)",5,136,Not Applicable,Not Applicable
,39 years,39,Male,M,"Bachelor?s degree (BA, AB, BS)",6,200,Not Applicable,Not Applicable
,39 years,39,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,64,Not Applicable,Not Applicable
,39 years,39,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,24,Not Applicable,Not Applicable
,39 years,39,Male,M,Unknown or Not Stated,9,34,Not Applicable,Not Applicable
,39 years,39,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,40 years,40,Female,F,8th grade or less,1,37,Not Applicable,Not Applicable
,40 years,40,Female,F,9th through 12th grade with no diploma,2,152,Not Applicable,Not Applicable
,40 years,40,Female,F,High school graduate or GED completed,3,518,Not Applicable,Not Applicable
,40 years,40,Female,F,"Some college credit, but not a degree.",4,195,Not Applicable,Not Applicable
,40 years,40,Female,F,"Associate degree (AA,AS)",5,128,Not Applicable,Not Applicable
,40 years,40,Female,F,"Bachelor?s degree (BA, AB, BS)",6,125,Not Applicable,Not Applicable
,40 years,40,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,41,Not Applicable,Not Applicable
,40 years,40,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,40 years,40,Female,F,Unknown or Not Stated,9,19,Not Applicable,Not Applicable
,40 years,40,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,40 years,40,Male,M,8th grade or less,1,99,Not Applicable,Not Applicable
,40 years,40,Male,M,9th through 12th grade with no diploma,2,394,Not Applicable,Not Applicable
,40 years,40,Male,M,High school graduate or GED completed,3,1205,Not Applicable,Not Applicable
,40 years,40,Male,M,"Some college credit, but not a degree.",4,380,Not Applicable,Not Applicable
,40 years,40,Male,M,"Associate degree (AA,AS)",5,178,Not Applicable,Not Applicable
,40 years,40,Male,M,"Bachelor?s degree (BA, AB, BS)",6,226,Not Applicable,Not Applicable
,40 years,40,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,68,Not Applicable,Not Applicable
