Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,25 years,25,Female,F,8th grade or less,1,67,Not Applicable,Not Applicable
,25 years,25,Female,F,9th through 12th grade with no diploma,2,247,Not Applicable,Not Applicable
,25 years,25,Female,F,High school graduate or GED completed,3,889,Not Applicable,Not Applicable
,25 years,25,Female,F,"Some college credit, but not a degree.",4,338,Not Applicable,Not Applicable
,25 years,25,Female,F,"Associate degree (AA,AS)",5,107,Not Applicable,Not Applicable
,25 years,25,Female,F,"Bachelor?s degree (BA, AB, BS)",6,189,Not Applicable,Not Applicable
,25 years,25,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,21,Not Applicable,Not Applicable
,25 years,25,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,25 years,25,Female,F,Unknown or Not Stated,9,20,Not Applicable,Not Applicable
,25 years,25,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,25 years,25,Male,M,8th grade or less,1,184,Not Applicable,Not Applicable
,25 years,25,Male,M,9th through 12th grade with no diploma,2,896,Not Applicable,Not Applicable
,25 years,25,Male,M,High school graduate or GED completed,3,2817,Not Applicable,Not Applicable
,25 years,25,Male,M,"Some college credit, but not a degree.",4,810,Not Applicable,Not Applicable
,25 years,25,Male,M,"Associate degree (AA,AS)",5,232,Not Applicable,Not Applicable
,25 years,25,Male,M,"Bachelor?s degree (BA, AB, BS)",6,352,Not Applicable,Not Applicable
,25 years,25,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,49,Not Applicable,Not Applicable
,25 years,25,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,25 years,25,Male,M,Unknown or Not Stated,9,51,Not Applicable,Not Applicable
,25 years,25,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Female,F,8th grade or less,1,55,Not Applicable,Not Applicable
,26 years,26,Female,F,9th through 12th grade with no diploma,2,225,Not Applicable,Not Applicable
,26 years,26,Female,F,High school graduate or GED completed,3,976,Not Applicable,Not Applicable
,26 years,26,Female,F,"Some college credit, but not a degree.",4,371,Not Applicable,Not Applicable
,26 years,26,Female,F,"Associate degree (AA,AS)",5,144,Not Applicable,Not Applicable
,26 years,26,Female,F,"Bachelor?s degree (BA, AB, BS)",6,206,Not Applicable,Not Applicable
,26 years,26,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,40,Not Applicable,Not Applicable
,26 years,26,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,26 years,26,Female,F,Unknown or Not Stated,9,28,Not Applicable,Not Applicable
,26 years,26,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,26 years,26,Male,M,8th grade or less,1,181,Not Applicable,Not Applicable
,26 years,26,Male,M,9th through 12th grade with no diploma,2,901,Not Applicable,Not Applicable
,26 years,26,Male,M,High school graduate or GED completed,3,2968,Not Applicable,Not Applicable
,26 years,26,Male,M,"Some college credit, but not a degree.",4,857,Not Applicable,Not Applicable
,26 years,26,Male,M,"Associate degree (AA,AS)",5,255,Not Applicable,Not Applicable
,26 years,26,Male,M,"Bachelor?s degree (BA, AB, BS)",6,365,Not Applicable,Not Applicable
,26 years,26,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,37,Not Applicable,Not Applicable
,26 years,26,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,16,Not Applicable,Not Applicable
,26 years,26,Male,M,Unknown or Not Stated,9,48,Not Applicable,Not Applicable
,26 years,26,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Female,F,8th grade or less,1,71,Not Applicable,Not Applicable
,27 years,27,Female,F,9th through 12th grade with no diploma,2,256,Not Applicable,Not Applicable
,27 years,27,Female,F,High school graduate or GED completed,3,1005,Not Applicable,Not Applicable
,27 years,27,Female,F,"Some college credit, but not a degree.",4,406,Not Applicable,Not Applicable
,27 years,27,Female,F,"Associate degree (AA,AS)",5,155,Not Applicable,Not Applicable
,27 years,27,Female,F,"Bachelor?s degree (BA, AB, BS)",6,226,Not Applicable,Not Applicable
,27 years,27,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,52,Not Applicable,Not Applicable
,27 years,27,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,27 years,27,Female,F,Unknown or Not Stated,9,25,Not Applicable,Not Applicable
,27 years,27,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,27 years,27,Male,M,8th grade or less,1,202,Not Applicable,Not Applicable
,27 years,27,Male,M,9th through 12th grade with no diploma,2,921,Not Applicable,Not Applicable
,27 years,27,Male,M,High school graduate or GED completed,3,3098,Not Applicable,Not Applicable
,27 years,27,Male,M,"Some college credit, but not a degree.",4,866,Not Applicable,Not Applicable
,27 years,27,Male,M,"Associate degree (AA,AS)",5,276,Not Applicable,Not Applicable
,27 years,27,Male,M,"Bachelor?s degree (BA, AB, BS)",6,360,Not Applicable,Not Applicable
,27 years,27,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,59,Not Applicable,Not Applicable
,27 years,27,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,16,Not Applicable,Not Applicable
,27 years,27,Male,M,Unknown or Not Stated,9,59,Not Applicable,Not Applicable
,27 years,27,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Female,F,8th grade or less,1,89,Not Applicable,Not Applicable
,28 years,28,Female,F,9th through 12th grade with no diploma,2,281,Not Applicable,Not Applicable
,28 years,28,Female,F,High school graduate or GED completed,3,1017,Not Applicable,Not Applicable
,28 years,28,Female,F,"Some college credit, but not a degree.",4,410,Not Applicable,Not Applicable
,28 years,28,Female,F,"Associate degree (AA,AS)",5,207,Not Applicable,Not Applicable
,28 years,28,Female,F,"Bachelor?s degree (BA, AB, BS)",6,233,Not Applicable,Not Applicable
,28 years,28,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,58,Not Applicable,Not Applicable
,28 years,28,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,28 years,28,Female,F,Unknown or Not Stated,9,40,Not Applicable,Not Applicable
,28 years,28,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,28 years,28,Male,M,8th grade or less,1,251,Not Applicable,Not Applicable
,28 years,28,Male,M,9th through 12th grade with no diploma,2,940,Not Applicable,Not Applicable
,28 years,28,Male,M,High school graduate or GED completed,3,3141,Not Applicable,Not Applicable
,28 years,28,Male,M,"Some college credit, but not a degree.",4,917,Not Applicable,Not Applicable
,28 years,28,Male,M,"Associate degree (AA,AS)",5,301,Not Applicable,Not Applicable
,28 years,28,Male,M,"Bachelor?s degree (BA, AB, BS)",6,364,Not Applicable,Not Applicable
,28 years,28,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,58,Not Applicable,Not Applicable
,28 years,28,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,17,Not Applicable,Not Applicable
,28 years,28,Male,M,Unknown or Not Stated,9,79,Not Applicable,Not Applicable
,28 years,28,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Female,F,8th grade or less,1,86,Not Applicable,Not Applicable
,29 years,29,Female,F,9th through 12th grade with no diploma,2,322,Not Applicable,Not Applicable
,29 years,29,Female,F,High school graduate or GED completed,3,1169,Not Applicable,Not Applicable
,29 years,29,Female,F,"Some college credit, but not a degree.",4,496,Not Applicable,Not Applicable
,29 years,29,Female,F,"Associate degree (AA,AS)",5,201,Not Applicable,Not Applicable
,29 years,29,Female,F,"Bachelor?s degree (BA, AB, BS)",6,279,Not Applicable,Not Applicable
,29 years,29,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,76,Not Applicable,Not Applicable
,29 years,29,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,11,Not Applicable,Not Applicable
,29 years,29,Female,F,Unknown or Not Stated,9,35,Not Applicable,Not Applicable
,29 years,29,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,29 years,29,Male,M,8th grade or less,1,235,Not Applicable,Not Applicable
,29 years,29,Male,M,9th through 12th grade with no diploma,2,1052,Not Applicable,Not Applicable
,29 years,29,Male,M,High school graduate or GED completed,3,3337,Not Applicable,Not Applicable
,29 years,29,Male,M,"Some college credit, but not a degree.",4,964,Not Applicable,Not Applicable
,29 years,29,Male,M,"Associate degree (AA,AS)",5,314,Not Applicable,Not Applicable
,29 years,29,Male,M,"Bachelor?s degree (BA, AB, BS)",6,435,Not Applicable,Not Applicable
,29 years,29,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,80,Not Applicable,Not Applicable
,29 years,29,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,22,Not Applicable,Not Applicable
,29 years,29,Male,M,Unknown or Not Stated,9,104,Not Applicable,Not Applicable
,29 years,29,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Female,F,8th grade or less,1,92,Not Applicable,Not Applicable
,30 years,30,Female,F,9th through 12th grade with no diploma,2,365,Not Applicable,Not Applicable
,30 years,30,Female,F,High school graduate or GED completed,3,1211,Not Applicable,Not Applicable
,30 years,30,Female,F,"Some college credit, but not a degree.",4,558,Not Applicable,Not Applicable
,30 years,30,Female,F,"Associate degree (AA,AS)",5,226,Not Applicable,Not Applicable
,30 years,30,Female,F,"Bachelor?s degree (BA, AB, BS)",6,311,Not Applicable,Not Applicable
,30 years,30,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,64,Not Applicable,Not Applicable
,30 years,30,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,30 years,30,Female,F,Unknown or Not Stated,9,30,Not Applicable,Not Applicable
,30 years,30,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,30 years,30,Male,M,8th grade or less,1,277,Not Applicable,Not Applicable
,30 years,30,Male,M,9th through 12th grade with no diploma,2,1067,Not Applicable,Not Applicable
,30 years,30,Male,M,High school graduate or GED completed,3,3620,Not Applicable,Not Applicable
,30 years,30,Male,M,"Some college credit, but not a degree.",4,1058,Not Applicable,Not Applicable
,30 years,30,Male,M,"Associate degree (AA,AS)",5,342,Not Applicable,Not Applicable
,30 years,30,Male,M,"Bachelor?s degree (BA, AB, BS)",6,472,Not Applicable,Not Applicable
,30 years,30,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,78,Not Applicable,Not Applicable
,30 years,30,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,22,Not Applicable,Not Applicable
,30 years,30,Male,M,Unknown or Not Stated,9,89,Not Applicable,Not Applicable
,30 years,30,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Female,F,8th grade or less,1,91,Not Applicable,Not Applicable
,31 years,31,Female,F,9th through 12th grade with no diploma,2,369,Not Applicable,Not Applicable
,31 years,31,Female,F,High school graduate or GED completed,3,1323,Not Applicable,Not Applicable
,31 years,31,Female,F,"Some college credit, but not a degree.",4,572,Not Applicable,Not Applicable
,31 years,31,Female,F,"Associate degree (AA,AS)",5,269,Not Applicable,Not Applicable
,31 years,31,Female,F,"Bachelor?s degree (BA, AB, BS)",6,321,Not Applicable,Not Applicable
,31 years,31,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,88,Not Applicable,Not Applicable
,31 years,31,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,19,Not Applicable,Not Applicable
,31 years,31,Female,F,Unknown or Not Stated,9,30,Not Applicable,Not Applicable
,31 years,31,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,31 years,31,Male,M,8th grade or less,1,283,Not Applicable,Not Applicable
,31 years,31,Male,M,9th through 12th grade with no diploma,2,1140,Not Applicable,Not Applicable
,31 years,31,Male,M,High school graduate or GED completed,3,3527,Not Applicable,Not Applicable
,31 years,31,Male,M,"Some college credit, but not a degree.",4,1137,Not Applicable,Not Applicable
,31 years,31,Male,M,"Associate degree (AA,AS)",5,382,Not Applicable,Not Applicable
,31 years,31,Male,M,"Bachelor?s degree (BA, AB, BS)",6,516,Not Applicable,Not Applicable
,31 years,31,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,93,Not Applicable,Not Applicable
,31 years,31,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,41,Not Applicable,Not Applicable
,31 years,31,Male,M,Unknown or Not Stated,9,98,Not Applicable,Not Applicable
,31 years,31,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Female,F,8th grade or less,1,122,Not Applicable,Not Applicable
,32 years,32,Female,F,9th through 12th grade with no diploma,2,414,Not Applicable,Not Applicable
,32 years,32,Female,F,High school graduate or GED completed,3,1358,Not Applicable,Not Applicable
,32 years,32,Female,F,"Some college credit, but not a degree.",4,555,Not Applicable,Not Applicable
,32 years,32,Female,F,"Associate degree (AA,AS)",5,269,Not Applicable,Not Applicable
,32 years,32,Female,F,"Bachelor?s degree (BA, AB, BS)",6,356,Not Applicable,Not Applicable
,32 years,32,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,89,Not Applicable,Not Applicable
,32 years,32,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,30,Not Applicable,Not Applicable
,32 years,32,Female,F,Unknown or Not Stated,9,41,Not Applicable,Not Applicable
,32 years,32,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,32 years,32,Male,M,8th grade or less,1,291,Not Applicable,Not Applicable
,32 years,32,Male,M,9th through 12th grade with no diploma,2,1197,Not Applicable,Not Applicable
,32 years,32,Male,M,High school graduate or GED completed,3,3744,Not Applicable,Not Applicable
,32 years,32,Male,M,"Some college credit, but not a degree.",4,1204,Not Applicable,Not Applicable
,32 years,32,Male,M,"Associate degree (AA,AS)",5,445,Not Applicable,Not Applicable
,32 years,32,Male,M,"Bachelor?s degree (BA, AB, BS)",6,533,Not Applicable,Not Applicable
,32 years,32,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,90,Not Applicable,Not Applicable
,32 years,32,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,33,Not Applicable,Not Applicable
,32 years,32,Male,M,Unknown or Not Stated,9,105,Not Applicable,Not Applicable
,32 years,32,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Female,F,8th grade or less,1,107,Not Applicable,Not Applicable
,33 years,33,Female,F,9th through 12th grade with no diploma,2,422,Not Applicable,Not Applicable
,33 years,33,Female,F,High school graduate or GED completed,3,1592,Not Applicable,Not Applicable
,33 years,33,Female,F,"Some college credit, but not a degree.",4,625,Not Applicable,Not Applicable
,33 years,33,Female,F,"Associate degree (AA,AS)",5,305,Not Applicable,Not Applicable
,33 years,33,Female,F,"Bachelor?s degree (BA, AB, BS)",6,330,Not Applicable,Not Applicable
,33 years,33,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,130,Not Applicable,Not Applicable
,33 years,33,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,26,Not Applicable,Not Applicable
,33 years,33,Female,F,Unknown or Not Stated,9,44,Not Applicable,Not Applicable
,33 years,33,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,33 years,33,Male,M,8th grade or less,1,296,Not Applicable,Not Applicable
,33 years,33,Male,M,9th through 12th grade with no diploma,2,1169,Not Applicable,Not Applicable
,33 years,33,Male,M,High school graduate or GED completed,3,3834,Not Applicable,Not Applicable
,33 years,33,Male,M,"Some college credit, but not a degree.",4,1109,Not Applicable,Not Applicable
,33 years,33,Male,M,"Associate degree (AA,AS)",5,473,Not Applicable,Not Applicable
,33 years,33,Male,M,"Bachelor?s degree (BA, AB, BS)",6,568,Not Applicable,Not Applicable
,33 years,33,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,120,Not Applicable,Not Applicable
,33 years,33,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,35,Not Applicable,Not Applicable
,33 years,33,Male,M,Unknown or Not Stated,9,125,Not Applicable,Not Applicable
,33 years,33,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Female,F,8th grade or less,1,112,Not Applicable,Not Applicable
,34 years,34,Female,F,9th through 12th grade with no diploma,2,424,Not Applicable,Not Applicable
,34 years,34,Female,F,High school graduate or GED completed,3,1499,Not Applicable,Not Applicable
,34 years,34,Female,F,"Some college credit, but not a degree.",4,669,Not Applicable,Not Applicable
,34 years,34,Female,F,"Associate degree (AA,AS)",5,340,Not Applicable,Not Applicable
,34 years,34,Female,F,"Bachelor?s degree (BA, AB, BS)",6,376,Not Applicable,Not Applicable
,34 years,34,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,105,Not Applicable,Not Applicable
,34 years,34,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,35,Not Applicable,Not Applicable
,34 years,34,Female,F,Unknown or Not Stated,9,49,Not Applicable,Not Applicable
,34 years,34,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,34 years,34,Male,M,8th grade or less,1,310,Not Applicable,Not Applicable
,34 years,34,Male,M,9th through 12th grade with no diploma,2,1148,Not Applicable,Not Applicable
,34 years,34,Male,M,High school graduate or GED completed,3,3817,Not Applicable,Not Applicable
,34 years,34,Male,M,"Some college credit, but not a degree.",4,1167,Not Applicable,Not Applicable
,34 years,34,Male,M,"Associate degree (AA,AS)",5,447,Not Applicable,Not Applicable
,34 years,34,Male,M,"Bachelor?s degree (BA, AB, BS)",6,595,Not Applicable,Not Applicable
,34 years,34,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,124,Not Applicable,Not Applicable
,34 years,34,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,39,Not Applicable,Not Applicable
,34 years,34,Male,M,Unknown or Not Stated,9,132,Not Applicable,Not Applicable
,34 years,34,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Female,F,8th grade or less,1,105,Not Applicable,Not Applicable
,35 years,35,Female,F,9th through 12th grade with no diploma,2,418,Not Applicable,Not Applicable
,35 years,35,Female,F,High school graduate or GED completed,3,1557,Not Applicable,Not Applicable
,35 years,35,Female,F,"Some college credit, but not a degree.",4,638,Not Applicable,Not Applicable
,35 years,35,Female,F,"Associate degree (AA,AS)",5,320,Not Applicable,Not Applicable
,35 years,35,Female,F,"Bachelor?s degree (BA, AB, BS)",6,395,Not Applicable,Not Applicable
,35 years,35,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,127,Not Applicable,Not Applicable
,35 years,35,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,35,Not Applicable,Not Applicable
,35 years,35,Female,F,Unknown or Not Stated,9,56,Not Applicable,Not Applicable
,35 years,35,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,35 years,35,Male,M,8th grade or less,1,336,Not Applicable,Not Applicable
,35 years,35,Male,M,9th through 12th grade with no diploma,2,1133,Not Applicable,Not Applicable
,35 years,35,Male,M,High school graduate or GED completed,3,3771,Not Applicable,Not Applicable
,35 years,35,Male,M,"Some college credit, but not a degree.",4,1220,Not Applicable,Not Applicable
,35 years,35,Male,M,"Associate degree (AA,AS)",5,485,Not Applicable,Not Applicable
,35 years,35,Male,M,"Bachelor?s degree (BA, AB, BS)",6,656,Not Applicable,Not Applicable
,35 years,35,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,142,Not Applicable,Not Applicable
,35 years,35,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,49,Not Applicable,Not Applicable
,35 years,35,Male,M,Unknown or Not Stated,9,113,Not Applicable,Not Applicable
,35 years,35,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Female,F,8th grade or less,1,135,Not Applicable,Not Applicable
,36 years,36,Female,F,9th through 12th grade with no diploma,2,420,Not Applicable,Not Applicable
,36 years,36,Female,F,High school graduate or GED completed,3,1605,Not Applicable,Not Applicable
,36 years,36,Female,F,"Some college credit, but not a degree.",4,628,Not Applicable,Not Applicable
,36 years,36,Female,F,"Associate degree (AA,AS)",5,314,Not Applicable,Not Applicable
,36 years,36,Female,F,"Bachelor?s degree (BA, AB, BS)",6,410,Not Applicable,Not Applicable
,36 years,36,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,143,Not Applicable,Not Applicable
,36 years,36,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,35,Not Applicable,Not Applicable
,36 years,36,Female,F,Unknown or Not Stated,9,75,Not Applicable,Not Applicable
,36 years,36,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,36 years,36,Male,M,8th grade or less,1,337,Not Applicable,Not Applicable
,36 years,36,Male,M,9th through 12th grade with no diploma,2,1157,Not Applicable,Not Applicable
,36 years,36,Male,M,High school graduate or GED completed,3,3862,Not Applicable,Not Applicable
,36 years,36,Male,M,"Some college credit, but not a degree.",4,1212,Not Applicable,Not Applicable
,36 years,36,Male,M,"Associate degree (AA,AS)",5,475,Not Applicable,Not Applicable
,36 years,36,Male,M,"Bachelor?s degree (BA, AB, BS)",6,687,Not Applicable,Not Applicable
,36 years,36,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,172,Not Applicable,Not Applicable
,36 years,36,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,39,Not Applicable,Not Applicable
,36 years,36,Male,M,Unknown or Not Stated,9,132,Not Applicable,Not Applicable
,36 years,36,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Female,F,8th grade or less,1,153,Not Applicable,Not Applicable
,37 years,37,Female,F,9th through 12th grade with no diploma,2,471,Not Applicable,Not Applicable
,37 years,37,Female,F,High school graduate or GED completed,3,1711,Not Applicable,Not Applicable
,37 years,37,Female,F,"Some college credit, but not a degree.",4,690,Not Applicable,Not Applicable
,37 years,37,Female,F,"Associate degree (AA,AS)",5,347,Not Applicable,Not Applicable
,37 years,37,Female,F,"Bachelor?s degree (BA, AB, BS)",6,457,Not Applicable,Not Applicable
,37 years,37,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,156,Not Applicable,Not Applicable
,37 years,37,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,35,Not Applicable,Not Applicable
,37 years,37,Female,F,Unknown or Not Stated,9,77,Not Applicable,Not Applicable
,37 years,37,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,37 years,37,Male,M,8th grade or less,1,376,Not Applicable,Not Applicable
,37 years,37,Male,M,9th through 12th grade with no diploma,2,1154,Not Applicable,Not Applicable
,37 years,37,Male,M,High school graduate or GED completed,3,3920,Not Applicable,Not Applicable
,37 years,37,Male,M,"Some college credit, but not a degree.",4,1259,Not Applicable,Not Applicable
,37 years,37,Male,M,"Associate degree (AA,AS)",5,514,Not Applicable,Not Applicable
,37 years,37,Male,M,"Bachelor?s degree (BA, AB, BS)",6,690,Not Applicable,Not Applicable
,37 years,37,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,163,Not Applicable,Not Applicable
,37 years,37,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,59,Not Applicable,Not Applicable
,37 years,37,Male,M,Unknown or Not Stated,9,143,Not Applicable,Not Applicable
,37 years,37,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Female,F,8th grade or less,1,167,Not Applicable,Not Applicable
,38 years,38,Female,F,9th through 12th grade with no diploma,2,537,Not Applicable,Not Applicable
,38 years,38,Female,F,High school graduate or GED completed,3,1741,Not Applicable,Not Applicable
,38 years,38,Female,F,"Some college credit, but not a degree.",4,724,Not Applicable,Not Applicable
,38 years,38,Female,F,"Associate degree (AA,AS)",5,389,Not Applicable,Not Applicable
,38 years,38,Female,F,"Bachelor?s degree (BA, AB, BS)",6,491,Not Applicable,Not Applicable
,38 years,38,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,160,Not Applicable,Not Applicable
,38 years,38,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,43,Not Applicable,Not Applicable
,38 years,38,Female,F,Unknown or Not Stated,9,78,Not Applicable,Not Applicable
,38 years,38,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,38 years,38,Male,M,8th grade or less,1,414,Not Applicable,Not Applicable
,38 years,38,Male,M,9th through 12th grade with no diploma,2,1211,Not Applicable,Not Applicable
,38 years,38,Male,M,High school graduate or GED completed,3,3932,Not Applicable,Not Applicable
,38 years,38,Male,M,"Some college credit, but not a degree.",4,1263,Not Applicable,Not Applicable
,38 years,38,Male,M,"Associate degree (AA,AS)",5,548,Not Applicable,Not Applicable
,38 years,38,Male,M,"Bachelor?s degree (BA, AB, BS)",6,693,Not Applicable,Not Applicable
,38 years,38,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,168,Not Applicable,Not Applicable
,38 years,38,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,75,Not Applicable,Not Applicable
,38 years,38,Male,M,Unknown or Not Stated,9,164,Not Applicable,Not Applicable
,38 years,38,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Female,F,8th grade or less,1,138,Not Applicable,Not Applicable
,39 years,39,Female,F,9th through 12th grade with no diploma,2,541,Not Applicable,Not Applicable
,39 years,39,Female,F,High school graduate or GED completed,3,1798,Not Applicable,Not Applicable
,39 years,39,Female,F,"Some college credit, but not a degree.",4,776,Not Applicable,Not Applicable
,39 years,39,Female,F,"Associate degree (AA,AS)",5,433,Not Applicable,Not Applicable
,39 years,39,Female,F,"Bachelor?s degree (BA, AB, BS)",6,444,Not Applicable,Not Applicable
,39 years,39,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,176,Not Applicable,Not Applicable
,39 years,39,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,47,Not Applicable,Not Applicable
,39 years,39,Female,F,Unknown or Not Stated,9,92,Not Applicable,Not Applicable
,39 years,39,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,39 years,39,Male,M,8th grade or less,1,420,Not Applicable,Not Applicable
,39 years,39,Male,M,9th through 12th grade with no diploma,2,1294,Not Applicable,Not Applicable
,39 years,39,Male,M,High school graduate or GED completed,3,4115,Not Applicable,Not Applicable
,39 years,39,Male,M,"Some college credit, but not a degree.",4,1292,Not Applicable,Not Applicable
,39 years,39,Male,M,"Associate degree (AA,AS)",5,555,Not Applicable,Not Applicable
